ID,Description,Entry_ID
1782-zumlehrenbefahigt,zum Lehren befähigt,1782-laiseigs
1783-lehre,Lehre,1783-laiseins
1784-lehren,lehren,1784-laisjan
1785-lehren,lehren,1785-galaisjan
1786-belehren,belehren,1786-uslaisjan
1787-einemfolgennachstreben,"einem folgen, nachstreben",1787-laistjan
1788-einemnachfolgennachstrebennachgehn,"einem nachfolgen, nachstreben; nachgehn ",1788-afarlaistjan
1789-gastfreundschaftpflegend,Gastfreundschaft pflegend,1789-galaistjan
1790-spur,Spur,1790-laists
1791-laiwweis,Laiwweis,1791-laiwweis
1792-laiwweiteis,Laiwweiteis,1792-laiwweiteis
1793-lamaik,Lamaik,1793-lamaik
1794-lammschaf,"Lamm, Schaf",1794-lamb
1795-landgegend,Land; Gegend,1795-land
1796-schwach,schwach,1796-lasiws
1797-lassigkeit,Lässigkeit,1797-latei
1798-aufhalten,aufhalten,1798-latjan
1799-verhindernihrbekommtkeinegelegenheit,verhindern; ihr bekommt keine Gelegenheit,1799-analatjan
1800-verhindern,verhindern,1800-galatjan
1801-lassigfaul,"lässig, faul",1801-lats
1802-gern,gern,1802-laaleiko
1803-laden,laden,1803-laon
1804-berufen,berufen,1804-atlaon
1805-zusammenberufeneinladen,"zusammenberufen, einladen",1805-galaon
1806-einladungberufung,"Einladung, Berufung",1806-laons
1807-schmahn,schmähn,1807-lauan
1808-glauben,glauben,1808-galaubjan
1809-einemerlauben,einem erlauben,1809-uslaubjan
1810-laudeikaia,Laudeikaia*,1810-laudeikaia
1811-gestalt,Gestalt,1811-laudi
1812-laubblatt,"Laub, Blatt",1812-laufs
1813-leugnen,leugnen,1813-laugnjan
1814-verborgenbleiben,verborgen bleiben,1814-galaugnjan
1815-blitzen,blitzen,1815-lauhatjan
1816-blitz,Blitz,1816-lauhmuni
1817-lauidjai,Lauidjai,1817-lauidjai
1818-lohn,Lohn,1818-laun
1819-undankbar,undankbar,1819-launawargs
1820-losleer,"los, leer",1820-laus
1821-leeresgerede,leeres Gerede,1821-lausawaurdei
1822-leeresgerede,leeres Gerede,1822-lausawaurdi
1823-hohleschwatzer,hohle Schwätzer,1823-lausawaurds
1824-mitleerenhanden,mit leeren Händen,1824-laushandja
1825-losen,lösen,1825-lausjan
1826-erlosenbefreien,"erlösen, befreien",1826-galausjan
1827-entwurzeledich,entwurzele dich,1827-uslausjan
1828-fasten,Fasten,1828-lausqirei
1829-leerenmagensnuchtern,"leeren Magens, nüchtern",1829-lausqirs
1830-lazarus,Lazarus,1830-lazarus
1831-bleiben,bleiben,1831-bileiban
1832-leicht,leicht,1832-leihts
1833-leihensichborgenvon,leihen; sich borgen von,1833-leian
1834-korperleib,"Körper, Leib",1834-leik
1835-gefallen,Gefallen,1835-leikains
1836-einemgefallenzugefallensein,"einem gefallen, zu Gefallen sein",1836-leikan
1837-gefallen,gefallen,1837-galeikan
1838-vorhergefallen,vorhergefallen,1838-fauragaleikan
1839-leiblichfleischlich,"leiblich, fleischlich",1839-leikeins
1840-arzt,Arzt,1840-leikeisleikinassusleikinon
1841-anstaunenbewundern,"anstaunen, bewundern",1841-sildaleikjansildaleiknan
1842-meinenachahmer,meine Nachahmer,1842-galeikon
1843-sichverwandelneinegestaltannehmen,"sich verwandeln, eine Gestalt annehmen",1843-gagaleikon
1844-verwandeln,verwandeln,1844-ingaleikon
1845-mitnachahmen,mitnachahmen,1845-migaleikon
1846-airhgaleikon,þairh-gáleikon,1846-airhgaleikon
1847-leinwand,Leinwand,1847-lein
1848-lassen,lassen,1848-leitan
1849-kleinwenig,"klein, wenig",1849-leitils
1850-weggehnentweichenverreisen,"weggehn, entweichen, verreisen",1850-afleian
1851-verlassenzurucklassen,"verlassen, zurücklassen",1851-bileian
1852-kommengehn,"kommen, gehn",1852-galeian
1853-hineingehn,hineingehn,1853-inngaleian
1854-mithineingehn,mithineingehn,1854-miinngaleian
1855-hinzukommen,hinzukommen,1855-hindarleian
1856-hindurchgehn,hindurchgehn,1856-airhleian
1857-ubersetzen,übersetzen,1857-ufarleian
1858-hinausgehnweggehnverreisen,"hinausgehn, weggehn; verreisen",1858-usleian
1859-obstwein,Obstwein,1859-leiu
1860-arzt,Arzt,1860-lekeis
1861-heilung,Heilung,1861-lekinassus
1862-heilen,heilen,1862-lekinon
1863-herstellen,herstellen,1863-galeikinon
1864-lassen,lassen,1864-letan
1865-entlassen,entlassen,1865-afletan
1866-lassenfreilassenentlassenunterlassenzulassenerlaubenerlassenvergebenherablassen,"lassen; frei lassen, entlassen; unterlassen; zulassen, erlauben; erlassen, vergeben; herablassen",1866-fraletan
1867-ausschlieen,ausschließen,1867-usletan
1868-scheiden,scheiden,1868-andletnan
1869-gelegenheitveranlassung,"Gelegenheit, Veranlassung",1869-lew
1870-verraten,verraten,1870-lewjan
1871-verraten,verraten,1871-fralewjan
1872-hingebenuberlassen,"hingeben, überlassen",1872-galewjan
1873-leben,Leben,1873-libains
1874-leben,leben,1874-liban
1875-mitleben,mitleben,1875-miliban
1876-ubrigbleiben,übrig bleiben,1876-aflifnan
1877-liegen,liegen,1877-ligan
1878-stehtinmeinermacht,steht in meiner Macht,1878-atligan
1879-unterliegen,unterliegen,1879-ufligan
1880-lagerbett,"Lager, Bett",1880-ligrs
1881-lima,lima,1881-lima
1882-weggehn,weggehn,1882-aflinnan
1883-lesensammeln,"lesen, sammeln",1883-lisan
1884-zusammenlesenversammeln,"zusammenlesen, versammeln",1884-galisan
1885-listig,listig,1885-listeigs
1886-list,List,1886-lists
1887-heuchelei,Heuchelei,1887-litai
1888-bittgebet,Bittgebet,1888-liteins
1889-heuchelnmit,heucheln mit,1889-militjan
1890-glied,Glied,1890-lius
1891-lieblich,lieblich,1891-liubaleiks
1892-wachsen,wachsen,1892-liudan
1893-einemdanken,einem  danken,1893-awiliudon
1894-lieb,lieb,1894-liufs
1895-heiratehe,"Heirat, Ehe",1895-liuga
1896-heiraten,heiraten,1896-liugan
1897-einweibnehmen,ein Weib nehmen,1897-galiugan
1898-lugen,lügen,1898-liugan
1899-luge,Lüge,1899-liugn
1900-lugenprophet,Lügenprophet,1900-liugnapraufetus
1901-lugenredend,Lügen redend,1901-liugnawaurds
1902-lugner,Lügner,1902-liugnja
1903-liuhadei,liuhadei*,1903-liuhadei
1904-helleglanz,"Helle, Glanz",1904-liuhadeins
1905-hell,hell,1905-liuhadeins
1906-licht,Licht,1906-liuha
1907-leuchten,leuchten,1907-liuhtjan
1908-etwerleuchtenanslichtbringen,"etw. erleuchten, ans Licht bringen",1908-galiuhtjan
1909-erleuchten,erleuchten,1909-inliuhtjan
1910-etwasverlieren,etwas verlieren,1910-fraliusan
1911-heuchelei,Heuchelei,1911-liutei
1912-gaukler,Gaukler,1912-liuts
1913-sanger,Sänger,1913-liuareis
1914-einemlobsingen,einem lobsingen,1914-liuon
1915-flachehand,flache Hand,1915-lofa
1916-lo,Loþ*,1916-lo
1917-hoffnung,Hoffnung,1917-lubains
1918-giftkundig,giftkundig,1918-lubjaleis
1919-giftmischereizauberei,"Giftmischerei, Zauberei",1919-lubjaleisei
1920-angesicht,Angesicht,1920-ludja
1921-luft,Luft,1921-luftu
1922-verschlieen,verschließen,1922-galukan
1923-erschlieenoffnen,"erschließen, öffnen",1923-uslukan
1924-leuchtelicht,"Leuchte, Licht",1924-lukarn
1925-leuchter,Leuchter,1925-lukarnastaa
1926-lukas,Lukas,1926-lukas
1927-lukius,Lukius,1927-lukius
1928-sichverschlieen,sich verschließen,1928-galuknan
1929-sicherschlieenoffnen,"sich erschließen, öffnen",1929-usluknan
1930-losegeld,Lösegeld,1930-lun
1931-verlorengehn,verloren gehn,1931-fralusnan
1932-begehren,begehren,1932-luston
1933-lustbegierde,"Lust, Begierde",1933-lustus
1934-ersehnt,ersehnt,1934-lustusama
1935-tauschen,taüschen,1935-luton
1936-verfuhrenirrefuhren,"verführen, irre führen",1936-usluton
1937-lwddomaeis,Lwddomaeis,1937-lwddomaeis
1938-lwsanius,Lwsanius*,1938-lwsanius
1939-lwstrws,Lwstrws,1939-lwstrws
1940-maeinan,Maeinan*,1940-maeinan
1941-konnenvermogen,"können, vermögen",1941-magan
1942-geltenbedeuten,"gelten, bedeuten",1942-gamagan
1943-jungfrauschaft,Jungfrauschaft,1943-magaei
1944-jungfrau,Jungfrau,1944-magas
1945-magdalan,Magdalan,1945-magdalan
1946-magdalene,Magdalene,1946-magdalene
1947-knablein,Knäblein,1947-magula
1948-knabe,Knabe,1948-magus
1949-mahath,Mahath,1949-maha
1950-machtigmoglich,mächtig; möglich,1950-mahteigs
1951-vergewaltigenraubenkrankenqualenerpressenmihandeln,"vergewaltigen; rauben; kränken, quälen; erpressen; mißhandeln",1951-anamahtjan
1952-mahts,mahts,1952-mahts
1953-machtkraftvermogen,"Macht, Kraft, Vermögen",1953-mahts
1954-tauschen,tauschen,1954-maidjan
1955-verwandeln,verwandeln,1955-inmaidjan
1956-mist,Mist,1956-maihstus
1957-mailaian,Mailaian*,1957-mailaian
1958-runzel,Runzel,1958-maile
1959-mailkei,Mailkei*,1959-mailkei
1960-pergament,Pergament,1960-maimbrana
1961-gemeinmachen,gemein machen,1961-gamainjan
1962-verunreinigen,verunreinigen,1962-gagamainjan
1963-mehr,mehr,1963-mais
1964-maisaullam,Maisaullam*,1964-maisaullam
1965-dergrote,der größte,1965-maists
1966-hochstens,höchstens,1966-maist
1967-etwschneidenhauenvon,"etw. schneiden, hauen von",1967-maitan
1968-abhauenabschneiden,"abhauen, abschneiden",1968-afmaitan
1969-beschneiden,beschneiden,1969-bimaitan
1970-zerschneidenverschneiden,"zerschneiden, verschneiden",1970-gamaitan
1971-ausschneidenabschneidenausrotten,"ausschneiden, abschneiden, ausrotten",1971-usmaitan
1972-geschenk,Geschenk,1972-maims
1973-groer,größer,1973-maiza
1974-makeibis,Makeibis,1974-makeibis
1975-makidoneis,Makidoneis,1975-makidoneis
1976-makidonja,Makidonja,1976-makidonja
1977-makmas,Makmas,1977-makmas
1978-mahlen,mahlen,1978-malan
1979-malailaiel,[Malailaiel],1979-malailaiel
1980-malkus,Malkus,1980-malkus
1981-sand,Sand,1981-malma
1982-motte,Motte,1982-malo
1983-zermalmen,zermalmen,1983-gamalwjan
1984-mambres,Mambres,1984-mambres
1985-fleisch,Fleisch,1985-mammo
1986-mammona,mammona*,1986-mammona
1987-verhohnen,verhöhnen,1987-bimampjan
1988-meinenglaubendafurhalten,"meinen, glauben, dafür halten",1988-man
1989-fulle,Fülle,1989-managdus
1990-menge,Menge,1990-managei
1991-mannigfaltig,mannigfaltig,1991-managfals
1992-etwmehren,etw. mehren,1992-managjan
1993-reichlichvorhandenseinuberfluhabenan,"reichlich vorhanden sein, Überfluß haben an",1993-managnan
1994-sichvermehrenzu,sich vermehren zu,1994-usmanagnan
1995-mancherviel,"mancher, viel",1995-manags
1996-menschenmorder,Menschenmörder,1996-manamaurrja
1997-weltmenschheit,"Welt, Menschheit",1997-manases
1998-dergestaltnach,der Gestalt nach,1998-manaulja
1999-bild,Bild,1999-manleika
2000-manna,manna,2000-manna
2001-menschmann,"Mensch, mann",2001-manna
2002-niemand,niemand,2002-mannahun
2003-menschlichkeit,Menschlichkeit,2003-manniskodus
2004-menschlich,menschlich,2004-mannisks
2005-bereitschaft,Bereitschaft,2005-manwia
2006-etwbereitmachenzurechtmachen,"etw. bereitmachen, zurechtmachen",2006-manwjan
2007-etwvorbereiten,etw. vorbereiten,2007-fauramanwjan
2008-einemetwbereitenzu,einem etw. bereiten zu,2008-gamanwjan
2009-etwvorherzubereiten,etw. vorher zubereiten,2009-fauragamanwjan
2010-bereit,bereit,2010-manwus
2011-derherrkommt,der Herr kommt,2011-maranaa
2012-meer,Meer,2012-marei
2013-maria,Maria,2013-maria
2014-perle,Perle,2014-marikreitum
2015-see,See,2015-marisaiws
2016-marja,Marja,2016-marja
2017-markgrenze,"Mark, Grenze",2017-marka
2018-marcellusvonancyra,Marcellus von Ancyra,2018-markaillaus
2019-gamarkon,[ga-markon],2019-gamarkon
2020-markus,Markus,2020-markus
2021-martyrer,Martyrer,2021-marwtre
2022-mara,Marþa,2022-mara
2023-argernis,Ärgernis,2023-marzeins
2024-einenargernihmzumargernissein,"einen ärgern, ihm zum Ärgernis sein",2024-marzjan
2025-argernisnehmen,Ärgernis nehmen,2025-afmarzjan
2026-argerniserregen,Ärgernis erregen,2026-gamarzjan
2027-ranzenspeisesack,"Ranzen, Speisesack",2027-matibalgs
2028-essen,essen,2028-matjan
2029-essen,essen,2029-gamatjan
2030-speise,Speise,2030-mats
2031-mattaanis,Mattaþanis,2031-mattaanis
2032-mattaius,Mattaþius*,2032-mattaius
2033-mataius,Matþaius*,2033-mataius
2034-matat,Matþat,2034-matat
2035-wurm,Wurm,2035-maa
2036-versammlungsortmarktplatz,"Versammlungsort, Marktplatz",2036-mal
2037-rederedeweise,"Rede, Redeweise",2037-malein
2038-reden,reden,2038-maljan
2039-mausalis,Maþusalis,2039-mausalis
2040-einenerinnern,einen erinnern,2040-maudjan
2041-einenerinnernan,einen erinnern an,2041-gamaudjan
2042-morgen,Morgen,2042-maurgins
2043-verkurzen,verkürzen,2043-gamaurgjan
2044-sorgenfur,sorgen für ,2044-maurnan
2045-mord,Mord,2045-maurr
2046-morden,morden,2046-maurrjan
2047-madchen,Mädchen,2047-mawi
2048-madchen,Mädchen,2048-mawilo
2049-eidam,Eidam,2049-megs
2050-mein,mein,2050-meins
2051-schwert,Schwert,2051-meki
2052-zeitstunde,"Zeit, Stunde",2052-mel
2053-scheffel,Scheffel,2053-mela
2054-schreiben,schreiben,2054-meljan
2055-aufschreiben,aufschreiben,2055-anameljan
2056-vorzeichnenvormalen,"vorzeichnen, vormalen",2056-faurameljan
2057-schreiben,schreiben,2057-gameljan
2058-vorherschreiben,vorher schreiben,2058-fauragameljan
2059-unterschreiben,unterschreiben,2059-ufmeljan
2060-etwuberschreiben,etw. überschreiben,2060-ufarmeljan
2061-mond,Mond,2061-mena
2062-monat,Monat,2062-menos
2063-verkundigungpredigt,"Verkündigung, Predigt",2063-mereins
2064-merila,Merila,2064-merila
2065-geruchtkunde,"Gerücht, Kunde",2065-meria
2066-etwkundenkundtun,"etw. künden, kund tun",2066-merjan
2067-verkundigerprediger,"Verkündiger, Prediger",2067-merjands
2068-verkunden,verkünden,2068-usmerjan
2069-einemeinefrohebotschaftkunden,einem eine frohe Botschaft künden,2069-wailamerjan
2070-lastern,lästern,2070-wajamerjan
2071-sichverbreiten,sich  verbreiten,2071-usmernan
2072-tischschusselplattekelter,"Tisch; Schüssel, Platte; Kelter",2072-mes
2073-zwischenwand,Zwischenwand,2073-midgardiwaddjus
2074-uberflutungsintflut,"Überflutung, Sintflut",2074-midjasweipains
2075-midjis,midjis*,2075-midjis
2076-diebewohnteerdedererdkreis,"die bewohnte Erde, der Erdkreis",2076-midjungards
2077-mitte,Mitte,2077-miduma
2078-mittler,Mittler,2078-midumonds
2079-groe,Größe,2079-mikildus
2080-groe,Größe,2080-mikilei
2081-preisen,preisen,2081-mikiljan
2082-preisen,preisen,2082-gamikiljan
2083-verherrlichtwerden,verherrlicht werden,2083-mikilnan
2084-gro,groß,2084-mikils
2085-hochmutig,hochmütig,2085-mikiluhts
2086-milde,Milde,2086-mildia
2087-wolke,Wolke,2087-milhma
2088-diesoldaten,die Soldaten,2088-militon
2089-honig,Honig,2089-mili
2090-milch,Milch,2090-miluks
2091-mimz,mimz,2091-mimz
2092-derkleinstegeringste,"der kleinste, geringste",2092-minnists
2093-kleinergeringer,"kleiner, geringer",2093-minniza
2094-minderweniger,"minder, weniger",2094-mins
2095-abnehmen,abnehmen,2095-minznan
2096-missetat,Missetat,2096-missades
2097-verschieden,verschieden,2097-missaleiks
2098-zwiespaltmirede,"Zwiespalt, Mißrede",2098-missaqiss
2099-ubeltater,Übeltäter,2099-missataujands
2100-einander,einander,2100-misso
2101-ma,Maß,2101-mitadjo
2102-messen,messen,2102-mitan
2103-zumessen,zumessen,2103-gamitan
2104-wandelnsichbenehmenleben,"wandeln, sich benehmen, leben",2104-usmitan
2105-ma,Maß,2105-mitas
2106-ermessendenkenuberlegen,"ermessen, denken, überlegen",2106-miton
2107-vergessen,vergessen,2107-ufarmiton
2108-uberlegunggedanke,"Überlegung, Gedanke",2108-mitons
2109-mitbeiunter,"mit, bei, unter",2109-mi
2110-zwischenwand,Zwischenwand,2110-migardawaddjus
2111-inzwischen,inzwischen,2111-mian
2112-wahrend,während,2112-mianei
2113-bewutseingewissen,"Bewußtsein, Gewissen",2113-miwissei
2114-lohn,Lohn,2114-mizdo
2115-zornigauf,zornig auf ,2115-modags
2116-ermudet,ermüdet,2116-afmojan
2117-moses,Moses,2117-moses
2118-zoll,Zoll,2118-mota
2119-raumfinden,Raum finden,2119-gamotan
2120-zollner,Zöllner,2120-motareis
2121-zollstatte,Zollstätte,2121-motastas
2122-einembegegnen,einem begegnen,2122-gamotjan
2123-einembegegnen,einem begegnen,2123-wiragamotjan
2124-zorn,Zorn,2124-mos
2125-nachgiebigkeitsanftmut,"Nachgiebigkeit, Sanftmut",2125-mukamodei
2126-staub,Staub,2126-mulda
2127-vonstaubirdisch,"von Staub, irdisch",2127-muldeins
2128-einemdasmaulverbinden,einem das Maul verbinden,2128-faurmuljan
2129-meinenglaubendafurhalten,"meinen, glauben, dafür halten",2129-munan
2130-sicheinersache,sich einer Sache,2130-gamunan
2131-etwzutungedenkenwollen,"etw. zu tun gedenken, wollen",2131-munan
2132-einenbesehnsehenauf,"einen besehn, sehen auf",2132-mundon
2133-ziel,Ziel,2133-mundrei
2134-vergessen,vergessen,2134-ufarmunnon
2135-gedankemeinung,"Gedanke, Meinung",2135-muns
2136-mund,Mund,2136-muns
2137-nabaw,Nabaw*,2137-nabaw
2138-natter,Natter,2138-nadre
2139-naem,[Naem],2139-naem
2140-naggai,Naggai*,2140-naggai
2141-festnagelnan,festnageln an,2141-ganagljan
2142-esisterlaubtnotig,"es ist erlaubt, nötig",2142-binah
2143-esgenugteinem,es genügt einem,2143-ganah
2144-nahasson,Nahasson,2144-nahasson
2145-abendessenabendmahlgastmahl,", Abendessen, Abendmahl, Gastmahl",2145-nahtamats
2146-nacht,Nacht,2146-nahts
2147-naiman,Naiman,2147-naiman
2148-lasterung,Lästerung,2148-naiteins
2149-beschimpfen,beschimpfen,2149-ganaitjan
2150-naitofaeis,Naitofaþeis,2150-naitofaeis
2151-nakor,Nakor,2151-nakor
2152-nennen,nennen,2152-namnjan
2153-benennen,benennen,2153-ganamnjan
2154-name,Name,2154-namo
2155-mutfassensicherkuhnen,"Mut fassen, sich erkühnen",2155-anananjan
2156-aufhoren,aufhören,2156-gananjan
2157-nacktheit,Nacktheit,2157-naqadei
2158-nackt,nackt,2158-naqas
2159-narde,Narde,2159-nardus
2160-rettungheil,"Rettung, Heil",2160-naseins
2161-retten,retten,2161-nasjan
2162-heiland,Heiland,2162-nasjands
2163-errettenherstellen,"erretten, herstellen",2163-ganasjan
2164-netz,Netz,2164-nati
2165-netzen,netzen,2165-natjan
2166-benetzen,benetzen,2166-ganatjan
2167-naan,Naþan,2167-naan
2168-november,November,2168-naubaimbair
2169-kettehandschellen,"Kette, Handschellen",2169-naudibandi
2170-notwendig,notwendig,2170-naudiaurfts
2171-notwendigkeit,Notwendigkeit,2171-naudiaurfts
2172-nauel,Nauel,2172-nauel
2173-noch,noch,2173-nauh
2174-noch,noch,2174-nauhan
2175-noch,noch,2175-nauhanuh
2176-undsogarnoch,und sogar noch,2176-nauhuan
2177-naum,Naum,2177-naum
2178-dertote,der Tote,2178-naus
2179-notigen,nötigen,2179-naujan
2180-durchzwangveranlassen,durch Zwang veranlassen,2180-ananaujan
2181-notzwang,"Not, Zwang",2181-naus
2182-tot,tot,2182-nawis
2183-begraben,begraben,2183-ganawistron
2184-einenmitjemandbegraben,einen mit jemand  begraben,2184-miganawistron
2185-nazarai,Nazaraiþ,2185-nazarai
2186-nazoraernazarener,"Nazoräer, Nazarener",2186-nazoraius
2187-nazoraernazarener,"Nazoräer, Nazarener",2187-nazorenus
2188-nein,nein,2188-ne
2189-nahe,nahe,2189-ne
2190-naher,näher,2190-neis
2191-nahe,nahe,2191-nea
2192-sicheinemnahern,sich einem nähern,2192-nejan
2193-herannahen,herannahen,2193-atnejan
2194-dernachste,der Nächste,2194-neundja
2195-nicht,nicht,2195-nei
2196-neid,Neid,2196-nei
2197-nekaudemus,Nekaudemus,2197-neikaudemus
2198-esaufjemandabgesehnhaben,es auf jemand abgesehn haben,2198-neiwan
2199-nerins,Nerins,2199-nerins
2200-nadel,Nadel,2200-nela
2201-nicht,nicht,2201-ni
2202-dochnichtetwa,doch nicht etwa?,2202-nibainiba
2203-dasverzehrenderrost,"das Verzehren, der Rost",2203-nidwa
2204-undnichtauchnichtnicht,"und nicht, auch nicht, nicht",2204-nih
2205-nikaudemus,Nikaudemus,2205-nikaudemus
2206-nehmenannehmenaufnehmenempfangenfangen,"nehmen, annehmen, aufnehmen, empfangen, fangen",2206-niman
2207-abnehmenwegnehmen,"abnehmen, wegnehmen",2207-afniman
2208-annehmenaufnehmenempfangen,"annehmen, aufnehmen, empfangen",2208-andniman
2209-aufnehmenwohinversetzen,aufnehmen; wohin versetzen,2209-atniman
2210-wegnehmen,wegnehmen,2210-biniman
2211-besitzen,besitzen,2211-disniman
2212-nehmen,nehmen,2212-franiman
2213-mitnehmen,mitnehmen,2213-ganiman
2214-hernehmen,hernehmen,2214-inniman
2215-annehmengeltenlassen,"annehmen, gelten lassen",2215-miniman
2216-herausnehmenwegnehmen,"herausnehmen, wegnehmen",2216-usniman
2217-genesenerrettetwerden,"genesen, errettet werden",2217-ganisan
2218-nist,nist,2218-nist
2219-helfen,helfen,2219-nian
2220-verwandter,Verwandter,2220-nijis
2221-dieverwandte,die Verwandte,2221-nijo
2222-nicht,nicht,2222-niu
2223-heimsuchung,Heimsuchung,2223-niuhseins
2224-auskundschaftenausspionieren,"auskundschaften, ausspionieren",2224-biniuhsjan
2225-erneuern,erneuern,2225-ananiujan
2226-derneubekehrtederneuling," der Neubekehrte, der Neuling",2226-niujasatis
2227-neu,neu,2227-niujis
2228-neuheit,Neuheit,2228-niujia
2229-unverstand,Unverstand,2229-niuklahei
2230-unmundigkindisch,"unmündig, kindisch",2230-niuklahs
2231-neun,neun,2231-niun
2232-derneunte,der neunte,2232-niunda
2233-neunzig,neunzig,2233-niuntehund
2234-treffenerreicheneinersachefrohsein,"treffen, erreichen; einer Sache froh sein",2234-niutan
2235-ergreifenerwischen,"ergreifen, erwischen",2235-ganiutan
2236-dieerunsreichlichgewahrte,die er uns reichlich gewährte,2236-ganohjan
2237-zurgenugeversehnseinmit,zur Genüge versehn sein mit ,2237-ganohnan
2238-aufdemachterdeck,auf dem Achterdeck,2238-notin
2239-nunjetzt,"nun, jetzt",2239-nu
2240-denn,denn,2240-nuh
2241-demnachdaher,"demnach, daher",2241-nunu
2242-fangerfischer,"Fänger, Fischer",2242-nuta
2243-nwmfan,Nwmfan,2243-nwmfan
2244-achpfui,"ach, pfui",2244-o
2245-obeid,Obeid*,2245-obeid
2246-odueia,Odueia*,2246-odueia
2247-sichfurchtenvor,sich fürchten vor ,2247-ogan
2248-einenschrecken,einen schrecken,2248-ogjan
2249-zeithabend,Zeit habend,2249-ohteigo
2250-osaiin,Osaiin,2250-osaiin
2251-osanna,osanna,2251-osanna
2252-leibrockunterkleid,"Leibrock, Unterkleid",2252-paida
2253-bekleiden, bekleiden,2253-gapaidon
2254-paintekuste,paintekuste*,2254-paintekuste
2255-paitrus,Paitrus,2255-paitrus
2256-presbytergeistlicher,"Presbyter, Geistlicher",2256-papan
2257-troster,Tröster,2257-parakletus
2258-rusttag,Rüsttag,2258-paraskaiwe
2259-paska,paska,2259-paska
2260-pasxa,pasxa,2260-pasxa
2261-pauntius,Pauntius*,2261-pauntius
2262-purpur,Purpur,2262-paurpura
2263-paurpaura,paurpaura,2263-paurpaura
2264-purpurn,purpurn,2264-paurpuros
2265-pawlus,Pawlus,2265-pawlus
2266-palmbaum,Palmbaum,2266-peikabagms
2267-peilatus,Peilatus,2267-peilatus
2268-unverfalschteoflussigenarde,unverfälschte o. flüssige Narde,2268-pistikeins
2269-strae,Straße,2269-plapja
2270-flicken,Flicken,2270-plat
2271-tanzen,tanzen,2271-plinsjan
2272-bedrangen,bedrängen,2272-anapraggan
2273-praitoriaun,praitoriaun,2273-praitoriaun
2274-christlichgemeindebehorde,christlich. Gemeindebehörde,2274-praizbwtairei
2275-praizbwtairi,praizbwtairi*,2275-praizbwtairi
2276-prophetin,Prophetin,2276-praufeteis
2277-prophet,Prophet,2277-praufetes
2278-weissagung,Weissagung,2278-praufetja
2279-weissagen,weissagen,2279-praufetjan
2280-priska,Priska,2280-priska
2281-psalm,Psalm,2281-psalmon
2282-geldbeutel,Geldbeutel,2282-pugg
2283-pfund,Pfund,2283-pund
2284-weinentrauern,"weinen, trauern",2284-qainon
2285-sanftmut,Sanftmut,2285-qairrei
2286-sanftfreundlichgegen,"sanft, freundlich gegen",2286-qairrus
2287-pfahlstachel,"Pfahl, Stachel",2287-qairu
2288-quartus,Quartus,2288-qartus
2289-eheweib,Eheweib,2289-qens
2290-kommen,kommen,2290-qiman
2291-hinzutreten,hinzutreten,2291-anaqiman
2292-einenuberfallen,einen überfallen,2292-biqiman
2293-vorjemandhergehn,vor jemand hergehn,2293-fauraqiman
2294-etwverzehrenausgebenvertun,"etw. verzehren, ausgeben, vertun",2294-fraqiman
2295-zusammenkommen,zusammenkommen,2295-gaqiman
2296-mitkommenmit,mitkommen mit,2296-miqiman
2297-umbringendentodgeben,"umbringen, den Tod geben",2297-usqiman
2298-weiblichengeschlechts,weiblichen Geschlechts,2298-qinakunds
2299-frauenzimmerweibsleute,"Frauenzimmer, Weibsleute",2299-qineins
2300-feminaweib,"femina, Weib",2300-qino
2301-verderben,Verderben,2301-qisteins
2302-verderben,verderben,2302-qistjan
2303-verderbenumbringen,"verderben, umbringen",2303-fraqistjan
2304-verderbenumbringen,"verderben, umbringen",2304-usqistjan
2305-umkommenzugrundegehn,"umkommen, zugrunde gehn",2305-fraqistnan
2306-sagen,sagen,2306-qian
2307-verzichtenauf,verzichten auf,2307-afqian
2308-verleumdenverlastern,"verleumden, verlästern",2308-anaqian
2309-abschiednehmen,Abschied nehmen ,2309-andqian
2310-sichentschuldigen,sich entschuldigen,2310-faurqian
2311-vorhersagen,vorhersagen,2311-fauraqian
2312-furungultigerklarenaufheben,"für ungültig erklären, aufheben",2312-fraqian
2313-sichverabredenubereinkommenbeschlieen,"sich verabreden, übereinkommen, beschließen",2313-gaqian
2314-mitsprechennachsprechen,"mitsprechen, nachsprechen",2314-miqian
2315-eingeredeverbreiten,ein Gerede verbreiten,2315-usqian
2316-dieschwangere,die Schwangere,2316-qiuhafto
2317-magenmutterscho,Magen; Mutterschoß,2317-qius
2318-beleben,beleben,2318-anaqiujan
2319-beleben,beleben,2319-gaqiujan
2320-mitbeleben,mitbeleben,2320-migaqiujan
2321-aufleben,aufleben,2321-gaqiunan
2322-lebendig,lebendig,2322-qius
2323-feuchtigkeit,Feuchtigkeit,2323-qrammia
2324-daskommengegenwartankunftwiederkunftchristi,"das Kommen; Gegenwart, Ankunft, Wiederkunft Christi",2324-qums
2325-rabbaunei,rabbaunei,2325-rabbaunei
2326-rabbei,rabbei,2326-rabbei
2327-ragaw,Ragaw*,2327-ragaw
2328-ratbeschlu,"Rat, Beschluß",2328-ragin
2329-ratgeberratsherr,"Ratgeber, Ratsherr",2329-ragineis
2330-etwverwalten,etw. verwalten,2330-raginon
2331-einenratgeben,einen Rat geben,2331-garaginon
2332-rechnen,rechnen,2332-rahnjan
