ID,Description,Entry_ID
621-turhuterin,Türhüterin,621-daurawardo
622-turhuter,Türhüter,622-daurawards
623-dauriaius,Dauriþaius*,623-dauriaius
624-tortur," Tor, Tür",624-daurons
625-sicherkuhnenwagen,"sich erkühnen, wagen",625-gadaursan
626-dasabsterben,das Absterben,626-daueins
627-toten,töten,627-daujan
628-toten,töten,628-afdaujan
629-todbringentoten,"Tod bringen, töten",629-gadaujan
630-sterben,sterben,630-gadaunan
631-mitsterben,mit sterben,631-migadaunan
632-tot,tot,632-daus
633-zumtodebestimmt,zum Tode bestimmt,633-dauubleis
634-tod,Tod,634-dauus
635-daweid,Daweid,635-daweid
636-demas,Demas,636-demas
637-verleumderin,Verleumderin,637-diabula
638-teufel,Teufel,638-diabaulus
639-diabulus,diabulus,639-diabulus
640-diakon,Diakon,640-diakaunus
641-didimus,Didimus,641-didimus
642-knetenaustonbilden,"kneten, aus Ton bilden",642-digan
643-knetenaustonbilden,"kneten, aus Ton bilden",643-gadigan
644-fulle,Fülle,644-digrei
645-zerstreuung,Zerstreuung,645-distaheins
646-auflosungdiabmarschdasscheiden,"Auflösung d.i. Abmarsch, das Scheiden",646-diswiss
647-tiefe,Tiefe,647-diupei
648-tiefe,Tiefe,648-diupia
649-vertiefen,vertiefen,649-gadiupjan
650-tief,tief,650-diups
651-wildestier,wildes Tier,651-dius
652-sterben,sterben,652-diwan
653-afdobnan,af-dobnan,653-afdobnan
654-geplagt,geplagt,654-afdojan
655-urteilenbeurteilen,"urteilen, beurteilen",655-domjan
656-beurteilenverurteilen,"beurteilen, verurteilen",656-afdomjan
657-verurteilen,verurteilen,657-bidomjan
658-urteilenentscheiden,"urteilen, entscheiden",658-gadomjan
659-ruhm,Ruhm,659-doms
660-aushauen,aushauen,660-gadraban
661-tragen,tragen,661-dragan
662-zusammentragen,zusammentragen,662-gadragan
663-trank,Trank,663-dragk
664-trankenmit,tränken mit,664-dragkjan
665-tranken,tränken,665-gadragkjan
666-treibenplagen,treiben; plagen,666-draibjan
667-drachme,Drachme,667-drakma
668-brockenbrosamen,Brocken; Brosamen,668-drauhsnos
669-feldzug,Feldzug,669-drauhtinassus
670-kriegsdienstetunzufeldeziehn,"Kriegsdienste tun, zu Felde ziehn",670-drauhtinon
671-feldzug,Feldzug,671-drauhtiwito
672-hinabsturzen,hinabstürzen,672-afdrausjan
673-hinabsturzen,hinabstürzen,673-gadrausjan
674-brockenbrosamen,Brocken; Brosamen,674-drausnos
675-treiben,treiben,675-dreiban
676-austreibenvertreiben,"austreiben, vertreiben",676-usdreiban
677-etwastrinken,etwas trinken,677-drigkan
678-sichantrinkenbetrinken,"sich antrinken, betrinken",678-anadrigkan
679-trinken,trinken,679-gadrigkan
680-zufeldeziehen,zu Felde ziehen,680-driugan
681-fallen,fallen,681-driusan
682-fallenin,fallen in,682-atdriusan
683-einenbefallen,einen  befallen,683-disdriusan
684-hinfallen,hinfallen,684-gadriusan
685-herausfallen,herausfallen,685-usdriusan
686-abhang,Abhang,686-driuso
687-trubenirremachenaufwiegeln,trüben; irre machen; aufwiegeln,687-drobjan
688-aufruhr,Aufruhr,688-drobna
689-unruhigwerden,unruhig werden,689-drobnan
690-inbesturzunggeraten,in Bestürzung geraten,690-gadrobnan
691-inbesturzunggeraten,in Bestürzung geraten,691-indrobnan
692-trunkenheit,Trunkenheit,692-drugkanei
693-schall,Schall,693-drunjus
694-fall,Fall,694-drus
695-du,du,695-du
696-taugen,taugen,696-dugan
697-wozu,wozu,697-due
698-glaubiger,Gläubiger,698-dulgahaitja
699-schuld,Schuld,699-dulgis
700-einfestfeiern,ein Fest feiern,700-duljan
701-fest,Fest,701-duls
702-verstummen,verstummen,702-afdumbnan
703-stumm,stumm,703-dumbs
704-deshalbdeswegendazu,"deshalb, deswegen, dazu",704-due
705-torenrede,Torenrede,705-dwalawaurdei
706-torheit,Torheit,706-dwalia
707-rasen,rasen,707-dwalmon
708-toricht,töricht,708-dwals
709-eeiram,Eeiram,709-eeiram
710-da,da,710-ei
711-eiaireiko,Eiaireiko,711-eiaireiko
712-eikaunion,Eikaunion,712-eikaunion
713-eisen,Eisen,713-eisarn
714-eisenbandkette,"Eisenband, Kette",714-eisarnabandi
715-eisern,eisern,715-eisarneins
716-dahersomit,daher somit,716-eian
717-eiau,†eiþau,717-eiau
718-esaias,Esaïas,718-esaias
719-esaw,Esaw,719-esaw
720-vater,Vater,720-fadar
721-faddasur,[Faddasur],721-faddasur
722-abkunftgeschlechtstamm,"Abkunft, Geschlecht, Stamm",722-fadrein
723-geschlecht,Geschlecht,723-fadreins
724-sichfreuenuber,sich freuen über,724-faginon
725-sichmitfreuen,sich mitfreuen,725-mifaginon
726-geschicktgeeignet,"geschickt, geeignet",726-fagrs
727-fangengreifen,"fangen, greifen",727-fahan
728-ergreifenerfassenertappen,"ergreifen, erfassen , ertappen",728-gafahan
729-freudeuber,Freude über,729-fahes
730-genugeleisten,Genüge leisten,730-fullafahjan
731-zubereiten,zubereiten,731-gafahrjan
732-tadeln,tadeln,732-faian
733-ubervorteilen,übervorteilen,733-bifaihon
734-ubervorteilen,übervorteilen,734-gafaihon
735-vermogen,Vermögen,735-faihu
736-habsucht,Habsucht,736-faihufrikei
737-habsuchtiggeldgierig,"habsüchtig, geldgierig",737-faihufriks
738-habsucht,Habsucht,738-faihugairnei
739-geldgierig,geldgierig,739-faihugairns
740-erwerb,Erwerb,740-faihugawaurki
741-habsucht,Habsucht,741-faihugeiro
742-schuldner,Schuldner,742-faihuskula
743-faihuraihna,faihuþraihna,743-faihuraihna
744-berg,Berg,744-fairguni
745-wehklagen,wehklagen,745-waifairjan
746-welt,Welt,746-fairus
747-schuldgrundvorwurf,Schuld; Grund; Vorwurf,747-fairina
748-tadeln,tadeln,748-fairinon
749-alt,alt,749-fairneis
750-alter,Alter,750-fairnia
751-vorjahrig,vorjährig,751-fairns
752-fern,fern,752-fairra
753-vonfern,von fern,753-fairraro
754-schauspiel,Schauspiel,754-fairweitl
755-ferse,Ferse,755-fairzna
756-falaig,Falaig,756-falaig
757-fallasur,†Fallasur,757-fallasur
758-faltenzusammenrollen,"falten, zusammenrollen",758-falan
759-stuckzeug,Stück Zeug,759-fana
760-schlamm,Schlamm,760-fani
761-fanuel,Fanuel,761-fanuel
762-farais,Farais*,762-farais
763-wandernziehen,"wandern, ziehen",763-faran
764-farao,Farao*,764-farao
765-fareisaius,Fareisaius,765-fareisaius
766-fahren,fahren,766-farjan
767-einlaufenlanden,"einlaufen, landen",767-atfarjan
768-binde,Binde,768-faskja
769-haltenfesthaltenbeobachtenbewachen,"halten, festhalten; beobachten, bewachen",769-fastan
770-behaltenbewahren,"behalten, bewahren",770-gafastan
771-dashaltenderdienst,"das Halten, der Dienst",771-fastubni
772-zaun,Zaun,772-faa
773-fuchs,Fuchs,773-fauho
774-sievorzulegen,sie vorzulegen,774-faur
775-vor,vor,775-faura
776-strae,Straße,776-fauradauri
777-vorhaut,Vorhaut,777-faurafilli
778-hausverwalter,Hausverwalter,778-fauragagga
779-verwaltung,Verwaltung,779-fauragaggi
780-verwalter,Verwalter,780-fauragaggja
781-vorhang,Vorhang,781-faurahah
782-vorstehergebieter,"Vorsteher, Gebieter",782-fauramaleis
783-oberbefehl,Oberbefehl,783-fauramali
784-wunderzeichen,Wunderzeichen,784-fauratani
785-loskaufungerlosung,"Loskaufung, Erlösung",785-faurbauhts
786-vorurteil,Vorurteil,786-faurdomeins
787-vorhang,Vorhang,787-faurhah
788-furcht,Furcht,788-faurhtei
789-sichfurchten,sich fürchten,789-faurhtjan
790-furchtsam,furchtsam,790-faurhts
791-vorlegung,Vorlegung,791-faurlageins
792-vorsteher,Vorsteher,792-faurstasseis
793-faurtunatus,Faurtunatus,793-faurtunatus
794-zuvorfruher,"zuvor, früher",794-fauris
795-bevor,bevor,795-faurizei
796-wenige,wenige,796-fawai
797-sicherbarmen,sich erbarmen,797-infeinan
798-seitegegend,"Seite, Gegend",798-fera
799-aufpasser,Aufpasser,799-ferja
800-schmucken,schmücken,800-fetjan
801-hasseverabscheuen,"hasse, verabscheuen",801-fian
802-viertagig,viertägig,802-fidurdogs
803-vierfaltig,vierfältig,803-fidurfals
804-dasamtdesvierfursten,das Amt des Vierfürsten,804-fidurragini
805-vier,vier,805-fidwor
806-vierzehn,vierzehn,806-fidwortaihun
807-fingerring,Fingerring,807-figgragul
808-finger,Finger,808-figgrs
809-hasseverabscheuen,"hasse, verabscheuen",809-fijan
810-feind,Feind,810-fijands
811-feindschaft,Feindschaft,811-fijawa
812-umvielesviel,"um vieles, viel",812-filaus
813-hohle,Höhle,813-filegri
814-filetus,Filetus,814-filetus
815-verbergen,verbergen,815-filhan
816-verbergenvor,verbergen vor,816-affilhan
817-ubergebenuberliefernverpachtenempfehlen,"übergeben, überliefern; verpachten; empfehlen",817-anafilhan
818-begraben,begraben,818-gafilhan
819-begraben,begraben,819-usfilhan
820-hohle,Höhle,820-filigri
821-filippai,Filippai,821-filippai
822-einwohnervonphilippi,Einwohner von Philippi,822-filippisius
823-filippus,Filippus,823-filippus
824-ledern,ledern,824-filleins
825-filu,filu,825-filu
826-arglist,Arglist,826-filudeisei
827-sehrbunt,sehr bunt,827-filufaihs
828-sehrwertvoll,sehr wertvoll,828-filugalaufs
829-vielheitmengeuberma,"Vielheit, Menge; Übermaß",829-filusna
830-vielesreden,vieles Reden,830-filuwaurdei
831-vielwortemachen,viel Worte machen,831-filuwaurdjan
832-funf,fünf,832-fimf
833-fimftaihun,fimftaihun,833-fimftaihun
834-funfzehnter,fünfzehnter,834-fimftataihunda
835-erkennenerfahren,"erkennen, erfahren",835-finan
836-fischer,Fischer,836-fiskja
837-fischen,fischen,837-fiskon
838-fisch,Fisch,838-fisks
839-kreiengebaren,"kreißen, gebären",839-fitan
840-denflechten,den Flechten,840-flahtom
841-umgetrieben,umgetrieben,841-usflaugjan
842-prahlen,prahlen,842-flautjan
843-voneitlerruhmsuchtprahlerisch,"von eitler Ruhmsucht, prahlerisch",843-flauts
844-stromflut,"Strom, Flut",844-flodus
845-betrauern,betrauern,845-flokan
846-nahrung,Nahrung,846-fodeins
847-nahrenaufziehn,"nähren, aufziehn",847-fodjan
848-scheide,Scheide,848-fodr
849-feuer,Feuer,849-fon
850-fufessel,Fußfessel,850-fotubandi
851-fubankschemel,"Fußbank, Schemel",851-fotubaurd
852-fu,Fuß,852-fotus
853-verkaufsurkunde,Verkaufsurkunde,853-frabauhtaboka
854-fragen,fragen,854-fragan
855-verlobt,verlobt,855-fragifts
856-fragen,fragen,856-fraihnan
857-erfragen,erfragen,857-gafraihnan
858-versuchen,versuchen,858-fraisan
859-versuchen,versuchen,859-usfraisan
860-versuchung,Versuchung,860-fraistubni
861-same,Same,861-fraiw
862-erla,Erlaß,862-fralet
863-freigelassener,Freigelassener,863-fralets
864-verderben,Verderben,864-fralusts
865-weiter,weiter,865-fram
866-imaltervorgeschritten,im Alter vorgeschritten,866-framaldrs
867-fremdeinersache,fremd; einer Sache,867-framaeis
868-entfremden,entfremden,868-framajan
869-fortschritt,Fortschritt,869-framgahts
870-weiter,weiter,870-framis
871-fernerhin,fernerhin,871-framwairis
872-fortwahrend,fortwährend,872-framwigis
873-verderbvergeudung,"Verderb, Vergeudung",873-fraqisteins
874-kindschaft,Kindschaft,874-frastisibja
875-kind,Kind,875-frasts
876-klugmachen,klug machen,876-usfratwjan
877-verstandsinn,"Verstand, Sinn",877-frai
878-verstandestauschung,Verstandestäuschung,878-frajamarzeins
879-denken,denken,879-frajan
880-beiverstandsein,bei  Verstand sein,880-fullafrajan
881-herr,Herr,881-frauja
882-herrschaft,Herrschaft,882-fraujinassus
883-herrschenuber,herrschen über,883-fraujinon
884-unterjochen,unterjochen,884-gafraujinon
885-herrscher,Herrscher,885-fraujinonds
886-verderben,Verderben,886-frawardeins
887-sundig,sündig,887-frawaurhts
888-sunde,Sünde,888-frawaurhts
889-strafe,Strafe,889-fraweit
890-einenschonen,einen schonen,890-freidjan
891-freiheit,Freiheit,891-freihals
892-freivon,frei von,892-freis
893-zartlichliebend,zärtlich liebend,893-friawamildjai
894-liebe,Liebe,894-frijawa
895-freiheit,Freiheit,895-frijei
896-lieben,lieben,896-frijon
897-freundin,Freundin,897-frijondi
898-freund,Freund,898-frijonds
899-ku,Kuß,899-frijons
900-abbilden,abbilden,900-gafrisahtjan
901-einabbildwerden,ein Abbild werden,901-gafrisahtnan
902-bild,Bild,902-frisahts
903-friedrich,Friedrich,903-friareikeis
904-versohnenmit,versöhnen mit,904-gafrion
905-frost,Frost,905-friusa
906-klugheitverstand,"Klugheit, Verstand",906-frodei
907-klugverstandig,"klug, verständig",907-fros
908-fruma,fruma,908-fruma
909-erstgeborener,Erstgeborener,909-frumabaur
910-vorrang,Vorrang,910-frumadei
911-anfang,Anfang,911-frumisti
912-frumists,frumists,912-frumists
913-zuerst,zuerst,913-frumist
914-vogel,Vogel,914-fugls
915-fullen,Füllen,915-fula
916-verborgen,verborgen,916-fulgins
917-fulhsni,fulhsni,917-fulhsni
918-p04002,P040.02,918-fullafahjan
919-p04003,P040.03,919-fullafrajan
920-vollkommen,vollkommen,920-fullatojis
921-vollkommen,vollkommen ,921-fullaweis
922-uberreden,überreden,922-fullaweisjan
923-volkommen,volkommen ,923-fullawita
924-desneumonds,des Neumonds,924-fullei
925-fullen,füllen,925-fulljan
926-mitetw,mit etw,926-gafulljan
927-uberfullen,überfüllen,927-ufarfulljan
928-erfullenvollendenersetzen,"erfüllen, vollenden, ersetzen",928-usfulljan
929-vollwerdenvon,voll werden von,929-fullnan
930-erfulltwerdenvon,erfüllt werden von,930-gafullnan
931-erfulltwerdenvon,erfüllt werden von,931-usfullnan
932-fullefullungflicken,"Fülle, Füllung ; Flicken",932-fullo
933-vollvon,voll von,933-fulls
934-faul,faul,934-fuls
935-feuer,Feuer,935-funinsfunin
936-feurig,feurig,936-funisks
937-fwgailus,Fwgailus,937-fwgailus
938-phonikisch,phönikisch,938-fwnikisks
939-einschrankung,Einschränkung,939-gaaggwei
940-miterbe,Miterbe,940-gaarbja
941-gabaa,Gabaa,941-gabaa
942-gabair,Gabair,942-gabair
943-erscheinung,Erscheinung,943-gabairhteins
944-kollektesteuer,Kollekte; Steuer,944-gabaur
945-festgelage,Festgelage,945-gabaur
946-mitburger,Mitbürger,946-gabaurgja
947-gern,gern,947-gabaurjaba
948-lust,Lust,948-gabaurjous
949-geschlechtsregister,Geschlechtsregister,949-gabauriwaurd
950-geburt,Geburt,950-gabaurs
951-reichtum,Reichtum,951-gabei
952-reichan,reich an,952-gabeigs
953-reichmachen,reich machen,953-gabigjan
954-reichsein,reich sein,954-gabignan
955-reichan,reich an,955-gabigs
956-reichlich,reichlich,956-gabigaba
957-band,Band,957-gabinda
958-band,Band,958-gabindi
959-erbarmen,Erbarmen,959-gableieins
960-gabriel,Gabriel,960-gabriel
961-brocken,Brocken,961-gabruka
962-band,Band,962-gabundi
963-teilnehmergenosse,"Teilnehmer, Genosse",963-gadaila
964-hausgenosse,Hausgenosse,964-gadauka
965-gaddarenus,Gaddarenus*,965-gaddarenus
966-tat,Tat,966-gades
967-gebilde,Gebilde,967-gadigis
968-vetter,Vetter,968-gadiliggs
969-esschicktsichfur,es schickt sich für,969-gadofs
970-soldat,Soldat,970-gadrauhts
971-fang,Fang,971-gafah
972-versammlunghoherrat,"Versammlung, hoher Rat",972-gafaurds
973-ehrbarnuchternbesonnen,"ehrbar; nüchtern, besonnen",973-gafaurs
974-anstandig,anständig,974-gafehaba
975-kleidung,Kleidung,975-gafeteins
976-begrabnis,Begräbnis,976-gafilh
977-klugheitbesonnenheit,"Klugheit, Besonnenheit",977-gafrajei
978-erhaltungbewahrung,"Erhaltung, Bewahrung",978-gafreideins
979-ku,Kuß,979-gafrijons
980-versohnung,Versöhnung,980-gafrions
981-verborgenvor,verborgen vor,981-gafulgins
982-wegstrae,"Weg, Straße",982-gagg
983-gehen,gehen,983-gaggan
984-weggehnvon,weggehn von,984-afgaggan
985-nachgehnfolgen,"nachgehn, folgen",985-afargaggan
986-kommen,kommen,986-anagaggan
987-hinzugehenkommen,"hinzugehen, kommen",987-atgaggan
988-hinzukommenzu,hinzukommen zu,988-duatgaggan
989-hineinkommen,hineinkommen,989-innatgaggan
990-vorubergehn,vorübergehn,990-faurgaggan
991-einemvorausgehn,einem vorausgehn,991-faurbigaggan
992-vorangehn,vorangehn,992-fauragaggan
993-zusammenkommen,zusammenkommen,993-gagaggan
994-hineingehn,hineingehn,994-inngaggan
995-mitgehnmit,mitgehn mit,995-migaggan
996-hindurchgehnvorubergehn,"hindurchgehn, vorübergehn",996-airhgaggan
997-etwubertreten,etw. übertreten,997-ufargaggan
998-ausgehnhinausgehn,"ausgehn, hinausgehn",998-usgaggan
999-hinausgehnausgehn,"hinausgehn, ausgehn",999-utgaggan
1000-entgegengehn,entgegengehn,1000-wiragaggan
1001-beschluverordnung,"Beschluß, Verordnung",1001-gagrefts
1002-frommigkeit,Frömmigkeit,1002-gagudei
1003-anstandigehrbar,"anständig, ehrbar",1003-gagus
1004-fromm,fromm,1004-gagudaba
1005-imzusammenhangderreihenach,"im Zusammenhang, der Reihe nach",1005-gahahjo
1006-ganzunversehrt,ganz unversehrt,1006-gahails
1007-verheiung,Verheißung,1007-gahait
1008-gehorpredigt,"Gehör,  Predigt",1008-gahauseins
1009-genosse,Genosse,1009-gahlaiba
1010-genosse,Genosse,1010-gahlaifs
1011-gahnipnan,[ga-hnipnan],1011-gahnipnan
1012-enthaltsamkeit,Enthaltsamkeit,1012-gahobains
1013-reinigung,Reinigung,1013-gahraineins
1014-gesinnungsinngewissen,Gesinnung; Sinn; Gewissen,1014-gahugds
1015-fugsamgetreu,"fügsam, getreu",1015-gaairbs
1016-verweilenruhe,"Verweilen, Ruhe",1016-gaeilains
1017-gaiainna,gaiainna,1017-gaiainna
1018-mangel,Mangel,1018-gaidw
1019-frohlichmachen,fröhlich machen,1019-gailjan
1020-gainnesarai,Gainnesaraiþ,1020-gainnesarai
1021-gurtel,Gürtel,1021-gairda
1022-umgurten,umgürten,1022-bigairdan
1023-umgurten,umgürten,1023-ufgairdan
1024-gairgaisainus,Gairgaisainus*,1024-gairgaisainus
1025-verlangenwunsch,"Verlangen, Wunsch",1025-gairnei
1026-begehrenverlangennachbedurfen,"begehren, verlangen nach; bedürfen",1026-gairnjan
1027-leidenschaft,Leidenschaft,1027-gairuni
1028-erschrecken,erschrecken,1028-usgaisjan
1029-bocklein,Böcklein,1029-gaitein
1030-ziege,Ziege,1030-gaits
1031-gaius,Gaïus,1031-gaius
1032-paar, Paar,1032-gajuk
1033-genosse,Genosse,1033-gajuka
1034-gleichnis, Gleichnis,1034-gajuko
1035-uberredung,Überredung,1035-gakunds
1036-gakuns,gakunþs,1036-gakuns
1037-probe,Probe,1037-gakusts
1038-nachfolger,Nachfolger,1038-galaista
1039-galateis,Galateis,1039-galateis
1040-galatia,Galatia*,1040-galatia
1041-glaubig,gläubig,1041-galaubeins
1042-glaube,Glaube,1042-galaubeins
1043-wertvoll,wertvoll,1043-galaufs
1044-einesleibes,eines Leibes,1044-galeika
1045-abbild,Abbild,1045-galeiki
1046-ahnlich,ähnlich,1046-galeiks
1047-gleich,gleich,1047-galeiko
1048-galeilaia,Galeilaia,1048-galeilaia
1049-galeilaius,Galeilaius,1049-galeilaius
1050-pfahlkreuz,"Pfahl, Kreuz",1050-galga
1051-beilager,Beilager,1051-galigri
1052-luge,Lüge,1052-galiug
1053-falscherapostel,falscher Apostel,1053-galiugaapaustaulus
1054-falscherbruder,falscher Bruder,1054-galiugabroar
1055-gotze,Götze,1055-galiugagu
1056-falscherprophet,falscher Prophet,1056-galiugapraufetus
1057-falscherzeuge,falscher Zeuge,1057-galiugaweitwos
1058-falscherchristus,falscher Christus,1058-galiugaxristus
1059-wertvoll,wertvoll,1059-galubaim
1060-gemeinschaft,Gemeinschaft,1060-gamaindus
1061-gemeinschaft,Gemeinschaft,1061-gamainei
1062-teilnehmer,Teilnehmer,1062-gamainja
1063-gemein,gemein,1063-gamains
1064-versammlung,Versammlung,1064-gamains
1065-verkruppeltverwundet,verkrüppelt; verwundet,1065-gamais
1066-auflosung,Auflösung,1066-gamalteins
1067-teilnehmergenosse,Teilnehmer; Genosse,1067-gaman
1068-gamarko,†gamarko,1068-gamarko
1069-argernis,Ärgernis,1069-gamarzeins
1070-erinnerung,Erinnerung,1070-gamaudeins
1071-schriftbuchstabenschrift,Schrift; Buchstabenschrift,1071-gameleins
1072-gedachtniserinnerung,"Gedächtnis, Erinnerung",1072-gamini
1073-gedanke,Gedanke,1073-gamitons
1074-andenkengedachtnis,"Andenken, Gedächtnis",1074-gamunds
1075-genugegenugendesauskommengenugsamkeit,"Genüge, genügendes Auskommen; Genügsamkeit",1075-ganauha
1076-rettungheil,"Rettung, Heil",1076-ganists
1077-verwandter,Verwandter,1077-ganijis
1078-genugviel,"genug, viel",1078-ganohs
1079-verursachen,verursachen,1079-gansjan
1080-ubereinstimmend,übereinstimmend,1080-gaqiss
1081-verabredung,Verabredung,1081-gaqiss
1082-zusammenkunftversammlungvereinigung,"Zusammenkunft, Versammlung; Vereinigung",1082-gaqums
1083-anordnungsatzungregel,"Anordnung, Satzung, Regel",1083-garaideins
1084-gerechtigkeitgebot,"Gerechtigkeit, Gebot",1084-garaihtei
1085-zurechtweisung,Zurechtweisung,1085-garaihteins
1086-gerechtigkeit,Gerechtigkeit,1086-garaihtia
1087-gerecht,gerecht,1087-garaihts
1088-angeordnet,angeordnet,1088-garais
1089-nachbar,Nachbar,1089-garazna
1090-nachbarin,Nachbarin,1090-garazno
1091-viehhof, Viehhof,1091-garda
1092-hausherr,Hausherr,1092-gardawaldands
1093-haushauswesenfamilie,"Haus, Hauswesen, Familie",1093-gards
1094-anstandig,anständig,1094-garedaba
1095-bestimmtezeit,bestimmte Zeit,1095-garehsns
1096-schamhaftigkeit,Schamhaftigkeit,1096-gariudei
1097-ehrbarkeit,Ehrbarkeit,1097-gariudi
1098-ehrbar,ehrbar,1098-garius
1099-beratung,Beratung,1099-garuni
1100-flut,Flut,1100-garunjo
1101-marktstrae,Markt; Straße,1101-garuns
1102-vorwurf,Vorwurf,1102-gasahts
1103-grundlegung,Grundlegung,1103-gasateins
1104-gefahrte,Gefährte,1104-gasina
1105-gefahrte,Gefährte,1105-gasinja
1106-bedeckung,Bedeckung,1106-gaskadweins
1107-erschaffung,Erschaffung,1107-gaskafts
1108-unterschied,Unterschied,1108-gaskaideins
1109-mitknecht,Mitknecht,1109-gaskalki
1110-sandalenschuhe,"Sandalen, Schuhe",1110-gaskohi
1111-beschuht,beschuht,1111-gaskohs
1112-gastfreundschaft,Gastfreundschaft,1112-gastigodei
1113-gastfrei,gastfrei,1113-gastigos
1114-fremdling,Fremdling ,1114-gasts
1115-ri,Riß,1115-gataura
1116-zerstorung,Zerstörung,1116-gataurs
1117-geziemend,geziemend,1117-gatemiba
1118-passendgeschicktzu,passend; geschickt zu,1118-gatils
1119-zurrechtenzeitpassend,"zur rechten Zeit, passend",1119-gatilaba
1120-erbauung,Erbauung,1120-gatimreins
1121-gebaude,Gebäude,1121-gatimrjo
1122-gasse,Gasse,1122-gatwo
1123-bedacht,Bedacht,1123-gaagki
1124-enthaltsam,enthaltsam,1124-gaaurbs
1125-trost,Trost,1125-galaihts
1126-trost,Trost,1126-garafsteins
1127-tenneausdrusch,"Tenne, Ausdrusch",1127-garask
1128-umgegend,Umgegend,1128-gauja
1129-gaulgaua,Gaulgauþa,1129-gaulgaua
1130-gaumaurra,Gaumaurra,1130-gaumaurra
1131-gaumaurjam,Gaumaurjam,1131-gaumaurjam
1132-bemerken,bemerken,1132-gaumjan
1133-klagentotenklageanstimmen,klagen; Totenklage anstimmen,1133-gaunon
1134-klage,Klage,1134-gaunous
1135-betrubnis,Betrübnis,1135-gaurei
1136-betrubnis,Betrübnis,1136-gauria
1137-einenkranken,einen kränken,1137-gaurjan
1138-betrubttraurig,"betrübt, traurig",1138-gaurs
1139-friedfertig,friedfertig,1139-gawaireigs
1140-friede,Friede,1140-gawairi
1141-erwahlung,Erwählung,1141-gawaleins
1142-gemeindiunrein,gemein d.i. unrein,1142-gawamms
1143-bekehrung,Bekehrung,1143-gawandeins
1144-verurteilung,Verurteilung,1144-gawargeins
1145-bekleidung,Bekleidung,1145-gawaseins
1146-gesprach,Gespräch,1146-gawaurdi
1147-geschafterwerbgewinn,Geschäft; Erwerb; Gewinn,1147-gawaurki
1148-mitarbeiter,Mitarbeiter,1148-gawaurstwa
1149-eingewurzelt,eingewurzelt,1149-gawaurts
1150-gau,Gau,1150-gawi
1151-einmutig,einmütig,1151-gawiljis
1152-verbindungband,"Verbindung, Band ",1152-gawiss
1153-vollmitfreude,voll Mitfreude,1153-gawizneigs
1154-schatzhaus,Schatzhaus,1154-gazaufwlakio
1155-stachel,Stachel,1155-gazds
1156-begehren,begehren,1156-faihugeigan
1157-gewinnen,gewinnen,1157-gageigan
1158-sichentsetzenerstaunen,"sich entsetzen, erstaunen",1158-usgeisnan
1159-gabegeschenk,"Gabe, Geschenk",1159-giba
1160-geben,geben,1160-giban
1161-geber,Geber,1161-gibands
1162-sichwegbegeben,sich wegbegeben,1162-afgibansik
1163-hingebenubergeben,"hingeben, übergeben",1163-atgiban
1164-vergebenverleihnschenken,"vergeben, verleihn, schenken",1164-fragiban
1165-erstattenbezahlen,"erstatten, bezahlen",1165-usgiban
1166-giebel,Giebel,1166-gibla
1167-steuer,Steuer,1167-gild
1168-vergelten,vergelten,1168-fragildan
1169-vergelten,vergelten,1169-usgildan
1170-steuer,Steuer,1170-gilstr
1171-eintragungindiesteuerliste,Eintragung in die Steuerliste,1171-gilstrameleins
1172-sichel,Sichel,1172-gila
1173-beginnen,beginnen,1173-duginnan
1174-morgen,morgen,1174-gistradagis
1175-finden,finden,1175-bigitan
1176-gieen,gießen,1176-giutan
1177-ubergieendiubervollgieen,übergießen d.i. übervoll gießen,1177-ufargiutan
1178-sorgsam,sorgsam,1178-glaggwaba
1179-genau,genau,1179-glaggwo
1180-genau,genau,1180-glaggwuba
1181-glanzen,glänzen,1181-glitmunjan
1182-vonguteredlerabkunft,"von guter, edler Abkunft",1182-godakunds
1183-tugend,Tugend,1183-godei
1184-gru,Gruß,1184-goleins
1185-gruen,grüßen,1185-goljan
1186-gut,gut,1186-gos
1187-graben,Graben,1187-graba
1188-graben,graben,1188-graban
1189-miteinemgrabenumgeben,mit einem Graben umgeben,1189-bigraban
1190-nachgrabenunterwuhlen,"nachgraben, unterwühlen",1190-ufgraban
1191-ausgraben,ausgraben,1191-usgraban
1192-erzurnen,erzürnen,1192-gramjan
1193-erbittern,erbittern,1193-ingramjan
1194-holzsplitter,Holzsplitter,1194-gramsta
1195-graskraut,"Gras, Kraut",1195-gras
1196-hungrig,hungrig,1196-gredags
1197-hungern,hungern,1197-gredon
1198-hunger,Hunger,1198-gredus
1199-greifen,greifen,1199-greipan
1200-ergreifen,ergreifen,1200-fairgreipan
1201-ergreifen,ergreifen,1201-undgreipan
1202-weinenklagen,"weinen, klagen",1202-gretan
1203-dasweinen,das Weinen,1203-grets
1204-kleinmutig,kleinmütig,1204-grindafrajis
1205-schritt,Schritt,1205-gris
1206-grubehohle,"Grube, Höhle",1206-groba
1207-grundmauer,Grundmauer,1207-grunduwaddjus
1208-gottesfurchtig,gottesfürchtig,1208-gudafaurhts
1209-gottlos,gottlos,1209-gudalaus
1210-gottesgestalt,Gottesgestalt,1210-gudaskaunei
1211-gottesverehrer,Gottesverehrer,1211-gudblostreis
1212-gotteshaus,Gotteshaus,1212-gudhus
1213-gudilub,Gudilub,1213-gudilub
