ID,Name,Concepticon_ID,Concepticon_Gloss,POS
608_ertaubenverstocktwerden,"ertauben, verstockt werden",,,Verb
609_sichbeeifern,sich beeifern,,,Verb
610_taubverstockt,"taub, verstockt",,,Adjective
611_tochter,Tochter,,,"Noun, common, feminine"
612_bewirtung,Bewirtung,,,"Noun, common, feminine"
613_geschundengeplagt,"geschunden, geplagt",,,<none>
614_geruch,Geruch,,,"Noun, common, feminine"
615_abwaschung,Abwaschung,,,"Noun, common, feminine"
617_taufen,taufen,,,Verb
618_taufer,Täufer,,,"Noun, common, masculine"
619_tor, Tor,,,"Noun, common, neuter"
621_turhuterin,Türhüterin,,,"Noun, common, feminine"
622_turhuter,Türhüter,,,"Noun, common, masculine"
624_tortur," Tor, Tür",,,"Noun, common, feminine"
625_sicherkuhnenwagen,"sich erkühnen, wagen",,,Verb
626_dasabsterben,das Absterben,,,"Noun, common, feminine"
628_toten,töten,,,Verb
629_todbringentoten,"Tod bringen, töten",,,Verb
631_mitsterben,mit sterben,,,Verb
633_zumtodebestimmt,zum Tode bestimmt,,,Adjective
634_tod,Tod,,,"Noun, common, masculine"
635_daweid,Daweid,,,"Noun, proper"
636_demas,Demas,,,"Noun, proper"
637_verleumderin,Verleumderin,,,"Noun, common, feminine"
638_teufel,Teufel,,,"Noun, common, masculine"
639_diabulus,diabulus,,,<none>
640_diakon,Diakon,,,"Noun, common, masculine"
641_didimus,Didimus,,,"Noun, proper"
643_knetenaustonbilden,"kneten, aus Ton bilden",,,Verb
645_zerstreuung,Zerstreuung,,,"Noun, common, feminine"
648_tiefe,Tiefe,,,"Noun, common, feminine"
649_vertiefen,vertiefen,,,Verb
650_tief,tief,,,Adjective
651_wildestier,wildes Tier,,,"Noun, common, neuter"
653_afdobnan,af-dobnan,,,Verb
654_geplagt,geplagt,,,<none>
655_urteilenbeurteilen,"urteilen, beurteilen",,,Verb
656_beurteilenverurteilen,"beurteilen, verurteilen",,,Verb
657_verurteilen,verurteilen,,,Verb
658_urteilenentscheiden,"urteilen, entscheiden",,,Verb
659_ruhm,Ruhm,,,"Noun, common, masculine"
660_aushauen,aushauen,,,Verb
661_tragen,tragen,,,Verb
662_zusammentragen,zusammentragen,,,Verb
663_trank,Trank,,,"Noun, common, neuter"
664_trankenmit,tränken mit,,,Verb
665_tranken,tränken,,,Verb
666_treibenplagen,treiben; plagen,,,Verb
667_drachme,Drachme,,,"Noun, common, masculine"
668_brockenbrosamen,Brocken; Brosamen,,,"Noun, common, feminine"
669_feldzug,Feldzug,,,"Noun, common, masculine"
670_kriegsdienstetunzufeldeziehn,"Kriegsdienste tun, zu Felde ziehn",,,Verb
671_feldzug,Feldzug,,,"Noun, common, neuter"
673_hinabsturzen,hinabstürzen,,,Verb
674_brockenbrosamen,Brocken; Brosamen,,,<none>
675_treiben,treiben,,,Verb
676_austreibenvertreiben,"austreiben, vertreiben",,,Verb
677_etwastrinken,etwas trinken,,,Verb
678_sichantrinkenbetrinken,"sich antrinken, betrinken",,,Verb
679_trinken,trinken,,,Verb
680_zufeldeziehen,zu Felde ziehen,,,Verb
681_fallen,fallen,,,Verb
682_fallenin,fallen in,,,Verb
683_einenbefallen,einen  befallen,,,Verb
684_hinfallen,hinfallen,,,Verb
685_herausfallen,herausfallen,,,Verb
686_abhang,Abhang,,,"Noun, common, feminine"
687_trubenirremachenaufwiegeln,trüben; irre machen; aufwiegeln,,,Verb
688_aufruhr,Aufruhr,,,"Noun, common, masculine"
689_unruhigwerden,unruhig werden,,,Verb
691_inbesturzunggeraten,in Bestürzung geraten,,,Verb
692_trunkenheit,Trunkenheit,,,"Noun, common, feminine"
693_schall,Schall,,,"Noun, common, masculine"
694_fall,Fall,,,"Noun, common, masculine"
695_du,du,,,Adverb
696_taugen,taugen,,,Verb
697_wozu,wozu,,,Adverb
698_glaubiger,Gläubiger,,,"Noun, common, masculine"
699_schuld,Schuld,,,"Noun, common"
700_einfestfeiern,ein Fest feiern,,,Verb
701_fest,Fest,,,"Noun, common, feminine"
703_stumm,stumm,,,Adjective
704_deshalbdeswegendazu,"deshalb, deswegen, dazu",,,Unassigned
705_torenrede,Torenrede,,,"Noun, common, feminine"
706_torheit,Torheit,,,"Noun, common, feminine"
707_rasen,rasen,,,Verb
708_toricht,töricht,,,Adjective
709_eeiram,Eeiram,,,"Noun, proper"
710_da,da,,,Particle
711_eiaireiko,Eiaireiko,,,"Noun, proper"
712_eikaunion,Eikaunion,,,"Noun, proper"
713_eisen,Eisen,,,"Noun, common, neuter"
714_eisenbandkette,"Eisenband, Kette",,,"Noun, common, feminine"
715_eisern,eisern,,,Adjective
716_dahersomit,daher somit,,,Conjunction
718_esaias,Esaïas,,,"Noun, proper"
719_esaw,Esaw,,,"Noun, proper"
720_vater,Vater,,,"Noun, common, masculine"
721_faddasur,[Faddasur],,,"Noun, proper"
722_abkunftgeschlechtstamm,"Abkunft, Geschlecht, Stamm",,,"Noun, common, neuter"
724_sichfreuenuber,sich freuen über,,,Verb
725_sichmitfreuen,sich mitfreuen,,,Verb
726_geschicktgeeignet,"geschickt, geeignet",,,Adjective
727_fangengreifen,"fangen, greifen",,,Verb
728_ergreifenerfassenertappen,"ergreifen, erfassen , ertappen",,,Verb
729_freudeuber,Freude über,,,"Noun, common, feminine"
730_genugeleisten,Genüge leisten,,,Verb
731_zubereiten,zubereiten,,,Verb
735_vermogen,Vermögen,,,"Noun, common, neuter"
737_habsuchtiggeldgierig,"habsüchtig, geldgierig",,,Adjective
739_geldgierig,geldgierig,,,Adjective
740_erwerb,Erwerb,,,"Noun, common, neuter"
741_habsucht,Habsucht,,,"Noun, common, feminine"
742_schuldner,Schuldner,,,"Noun, common, masculine"
743_faihuraihna,faihuþraihna,,,"Noun, common"
744_berg,Berg,,,"Noun, common, neuter"
745_wehklagen,wehklagen,,,Verb
746_welt,Welt,,,"Noun, common, masculine"
747_schuldgrundvorwurf,Schuld; Grund; Vorwurf,,,"Noun, common, feminine"
748_tadeln,tadeln,,,Verb
749_alt,alt,,,Adjective
750_alter,Alter,,,"Noun, common, feminine"
751_vorjahrig,vorjährig,,,Adjective
752_fern,fern,,,"Adverb, locative"
753_vonfern,von fern,,,"Adverb, directional"
754_schauspiel,Schauspiel,,,"Noun, common, neuter"
755_ferse,Ferse,,,"Noun, common, feminine"
756_falaig,Falaig,,,"Noun, proper"
758_faltenzusammenrollen,"falten, zusammenrollen",,,Verb
759_stuckzeug,Stück Zeug,,,"Noun, common, masculine"
760_schlamm,Schlamm,,,"Noun, common, neuter"
761_fanuel,Fanuel,,,"Noun, proper"
763_wandernziehen,"wandern, ziehen",,,Verb
765_fareisaius,Fareisaius,,,"Noun, proper"
766_fahren,fahren,,,Verb
767_einlaufenlanden,"einlaufen, landen",,,Verb
768_binde,Binde,,,"Noun, common"
769_haltenfesthaltenbeobachtenbewachen,"halten, festhalten; beobachten, bewachen",,,Verb
770_behaltenbewahren,"behalten, bewahren",,,Verb
771_dashaltenderdienst,"das Halten, der Dienst",,,"Noun, common, neuter"
772_zaun,Zaun,,,"Noun, common, feminine"
773_fuchs,Fuchs,,,"Noun, common, feminine"
774_sievorzulegen,sie vorzulegen,,,Adverb
775_vor,vor,,,Adverb
776_strae,Straße,,,"Noun, common, neuter"
777_vorhaut,Vorhaut,,,"Noun, common, neuter"
778_hausverwalter,Hausverwalter,,,"Noun, common, masculine"
779_verwaltung,Verwaltung,,,"Noun, common, neuter"
780_verwalter,Verwalter,,,"Noun, common, masculine"
782_vorstehergebieter,"Vorsteher, Gebieter",,,"Noun, common, masculine"
783_oberbefehl,Oberbefehl,,,"Noun, common, neuter"
784_wunderzeichen,Wunderzeichen,,,"Noun, common, neuter"
785_loskaufungerlosung,"Loskaufung, Erlösung",,,"Noun, common, feminine"
786_vorurteil,Vorurteil,,,"Noun, common, feminine"
787_vorhang,Vorhang,,,"Noun, common, neuter"
788_furcht,Furcht,,,"Noun, common, feminine"
789_sichfurchten,sich fürchten,,,Verb
790_furchtsam,furchtsam,,,Adjective
791_vorlegung,Vorlegung,,,"Noun, common, feminine"
792_vorsteher,Vorsteher,,,"Noun, common, masculine"
793_faurtunatus,Faurtunatus,,,"Noun, proper"
794_zuvorfruher,"zuvor, früher",,,Adverb
795_bevor,bevor,,,Conjunction
796_wenige,wenige,,,Adjective
797_sicherbarmen,sich erbarmen,,,Verb
798_seitegegend,"Seite, Gegend",,,"Noun, common, feminine"
799_aufpasser,Aufpasser,,,"Noun, common, masculine"
800_schmucken,schmücken,,,Verb
801_hasseverabscheuen,"hasse, verabscheuen",,,<none>
802_viertagig,viertägig,,,Adjective
803_vierfaltig,vierfältig,,,Adjective
804_dasamtdesvierfursten,das Amt des Vierfürsten,,,"Noun, common, neuter"
805_vier,vier,,,"Numeral, cardinal"
806_vierzehn,vierzehn,,,"Numeral, cardinal"
807_fingerring,Fingerring,,,"Noun, common, neuter"
808_finger,Finger,,,"Noun, common, masculine"
809_hasseverabscheuen,"hasse, verabscheuen",,,Verb
810_feind,Feind,,,"Noun, common, masculine"
811_feindschaft,Feindschaft,,,"Noun, common, feminine"
812_umvielesviel,"um vieles, viel",,,Adverb
813_hohle,Höhle,,,<none>
814_filetus,Filetus,,,"Noun, proper"
815_verbergen,verbergen,,,Verb
816_verbergenvor,verbergen vor,,,Verb
817_ubergebenuberliefernverpachtenempfehlen,"übergeben, überliefern; verpachten; empfehlen",,,Verb
820_hohle,Höhle,,,"Noun, common, neuter"
821_filippai,Filippai,,,"Noun, proper"
822_einwohnervonphilippi,Einwohner von Philippi,,,"Noun, proper"
823_filippus,Filippus,,,"Noun, proper"
824_ledern,ledern,,,Adjective
825_filu,filu,,,Unassigned
826_arglist,Arglist,,,"Noun, common, feminine"
827_sehrbunt,sehr bunt,,,Adjective
828_sehrwertvoll,sehr wertvoll,,,Adjective
829_vielheitmengeuberma,"Vielheit, Menge; Übermaß",,,"Noun, common, feminine"
830_vielesreden,vieles Reden,,,"Noun, common, feminine"
831_vielwortemachen,viel Worte machen,,,<none>
832_funf,fünf,,,"Numeral, cardinal"
833_fimftaihun,fimftaihun,,,"Numeral, cardinal"
834_funfzehnter,fünfzehnter,,,"Numeral, ordinal"
835_erkennenerfahren,"erkennen, erfahren",,,Verb
836_fischer,Fischer,,,"Noun, common, masculine"
837_fischen,fischen,,,Verb
838_fisch,Fisch,,,"Noun, common, masculine"
839_kreiengebaren,"kreißen, gebären",,,Verb
840_denflechten,den Flechten,,,"Noun, common"
841_umgetrieben,umgetrieben,,,Verb
842_prahlen,prahlen,,,Verb
843_voneitlerruhmsuchtprahlerisch,"von eitler Ruhmsucht, prahlerisch",,,Adjective
844_stromflut,"Strom, Flut",,,"Noun, common"
845_betrauern,betrauern,,,Verb
847_nahrenaufziehn,"nähren, aufziehn",,,Verb
848_scheide,Scheide,,,"Noun, common, neuter"
849_feuer,Feuer,,,"Noun, common, neuter"
850_fufessel,Fußfessel,,,"Noun, common, feminine"
851_fubankschemel,"Fußbank, Schemel",,,"Noun, common, neuter"
852_fu,Fuß,,,"Noun, common, masculine"
853_verkaufsurkunde,Verkaufsurkunde,,,"Noun, common, feminine"
855_verlobt,verlobt,,,"Noun, common, feminine"
856_fragen,fragen,,,Verb
857_erfragen,erfragen,,,Verb
859_versuchen,versuchen,,,Verb
860_versuchung,Versuchung,,,"Noun, common, feminine"
861_same,Same,,,"Noun, common, neuter"
862_erla,Erlaß,,,"Noun, common, neuter"
863_freigelassener,Freigelassener,,,"Noun, common, masculine"
866_imaltervorgeschritten,im Alter vorgeschritten,,,Adjective
867_fremdeinersache,fremd; einer Sache,,,Adjective
868_entfremden,entfremden,,,Verb
869_fortschritt,Fortschritt,,,"Noun, common, feminine"
870_weiter,weiter,,,Adverb
871_fernerhin,fernerhin,,,Adverb
872_fortwahrend,fortwährend,,,Adverb
873_verderbvergeudung,"Verderb, Vergeudung",,,"Noun, common, feminine"
874_kindschaft,Kindschaft,,,"Noun, common, feminine"
875_kind,Kind,,,"Noun, common"
876_klugmachen,klug machen,,,Verb
877_verstandsinn,"Verstand, Sinn",,,"Noun, common, neuter"
878_verstandestauschung,Verstandestäuschung,,,"Noun, common, feminine"
879_denken,denken,,,Verb
880_beiverstandsein,bei  Verstand sein,,,Verb
881_herr,Herr,,,"Noun, common, masculine"
882_herrschaft,Herrschaft,,,"Noun, common, masculine"
884_unterjochen,unterjochen,,,Verb
885_herrscher,Herrscher,,,"Noun, common, masculine"
887_sundig,sündig,,,Adjective
888_sunde,Sünde,,,"Noun, common, feminine"
889_strafe,Strafe,,,"Noun, common, neuter"
890_einenschonen,einen schonen,,,Verb
891_freiheit,Freiheit,,,"Noun, common, masculine"
892_freivon,frei von,,,Adjective
893_zartlichliebend,zärtlich liebend,,,Adjective
894_liebe,Liebe,,,"Noun, common, feminine"
895_freiheit,Freiheit,,,"Noun, common, feminine"
896_lieben,lieben,,,Verb
897_freundin,Freundin,,,"Noun, common, feminine"
898_freund,Freund,,,"Noun, common, masculine"
900_abbilden,abbilden,,,Verb
901_einabbildwerden,ein Abbild werden,,,Verb
902_bild,Bild,,,"Noun, common, feminine"
903_friedrich,Friedrich,,,"Noun, proper"
905_frost,Frost,,,"Noun, common"
906_klugheitverstand,"Klugheit, Verstand",,,"Noun, common, feminine"
907_klugverstandig,"klug, verständig",,,Adjective
908_fruma,fruma,,,"Adjective, Comparative"
909_erstgeborener,Erstgeborener,,,"Noun, common, masculine"
910_vorrang,Vorrang,,,"Noun, common, feminine"
911_anfang,Anfang,,,"Noun, common, neuter"
912_frumists,frumists,,,"Adjective, Superlative"
913_zuerst,zuerst,,,"Adverb, temporal"
914_vogel,Vogel,,,"Noun, common, masculine"
915_fullen,Füllen,,,"Noun, common, masculine"
916_verborgen,verborgen,,,Adjective
917_fulhsni,fulhsni,,,"Noun, common, neuter"
920_vollkommen,vollkommen,,,Adjective
921_vollkommen,vollkommen ,,,Adjective
922_uberreden,überreden,,,<none>
923_volkommen,volkommen ,,,"Noun, common, masculine"
924_desneumonds,des Neumonds,,,"Noun, common"
925_fullen,füllen,,,Verb
926_mitetw,mit etw,,,Verb
927_uberfullen,überfüllen,,,Verb
928_erfullenvollendenersetzen,"erfüllen, vollenden, ersetzen",,,Verb
929_vollwerdenvon,voll werden von,,,Verb
931_erfulltwerdenvon,erfüllt werden von,,,Verb
932_fullefullungflicken,"Fülle, Füllung ; Flicken",,,"Noun, common, feminine"
933_vollvon,voll von,,,Adjective
934_faul,faul,,,Adjective
935_feuer,Feuer,,,<none>
936_feurig,feurig,,,Adjective
937_fwgailus,Fwgailus,,,"Noun, proper"
938_phonikisch,phönikisch,,,Adjective
939_einschrankung,Einschränkung,,,"Noun, common, feminine"
940_miterbe,Miterbe,,,"Noun, common, masculine"
941_gabaa,Gabaa,,,"Noun, proper"
942_gabair,Gabair,,,"Noun, proper"
943_erscheinung,Erscheinung,,,"Noun, common, feminine"
944_kollektesteuer,Kollekte; Steuer,,,"Noun, common, neuter"
945_festgelage,Festgelage,,,"Noun, common, masculine"
946_mitburger,Mitbürger,,,"Noun, common, masculine"
948_lust,Lust,,,"Noun, common, masculine"
949_geschlechtsregister,Geschlechtsregister,,,"Noun, common, neuter"
950_geburt,Geburt,,,"Noun, common, feminine"
951_reichtum,Reichtum,,,"Noun, common, feminine"
952_reichan,reich an,,,<none>
953_reichmachen,reich machen,,,Verb
954_reichsein,reich sein,,,Verb
955_reichan,reich an,,,Adjective
956_reichlich,reichlich,,,"Adverb, Comparative"
959_erbarmen,Erbarmen,,,"Noun, common, feminine"
960_gabriel,Gabriel,,,"Noun, proper"
961_brocken,Brocken,,,"Noun, common, feminine"
962_band,Band,,,"Noun, common, feminine"
963_teilnehmergenosse,"Teilnehmer, Genosse",,,"Noun, common, masculine"
966_tat,Tat,,,"Noun, common, feminine"
967_gebilde,Gebilde,,,"Noun, common, neuter"
968_vetter,Vetter,,,"Noun, common, masculine"
969_esschicktsichfur,es schickt sich für,,,Adjective
970_soldat,Soldat,,,"Noun, common, masculine"
971_fang,Fang,,,"Noun, common, neuter"
972_versammlunghoherrat,"Versammlung, hoher Rat",,,"Noun, common, feminine"
973_ehrbarnuchternbesonnen,"ehrbar; nüchtern, besonnen",,,Adjective
975_kleidung,Kleidung,,,"Noun, common, feminine"
977_klugheitbesonnenheit,"Klugheit, Besonnenheit",,,"Noun, common, feminine"
978_erhaltungbewahrung,"Erhaltung, Bewahrung",,,"Noun, common, feminine"
979_ku,Kuß,,,"Noun, common, feminine"
980_versohnung,Versöhnung,,,"Noun, common, feminine"
981_verborgenvor,verborgen vor,,,Adjective
982_wegstrae,"Weg, Straße",,,"Noun, common, neuter"
983_gehen,gehen,,,Verb
984_weggehnvon,weggehn von,,,Verb
985_nachgehnfolgen,"nachgehn, folgen",,,Verb
987_hinzugehenkommen,"hinzugehen, kommen",,,Verb
988_hinzukommenzu,hinzukommen zu,,,Verb
989_hineinkommen,hineinkommen,,,Verb
990_vorubergehn,vorübergehn,,,Verb
991_einemvorausgehn,einem vorausgehn,,,Verb
995_mitgehnmit,mitgehn mit,,,Verb
996_hindurchgehnvorubergehn,"hindurchgehn, vorübergehn",,,Verb
998_ausgehnhinausgehn,"ausgehn, hinausgehn",,,Verb
999_hinausgehnausgehn,"hinausgehn, ausgehn",,,Verb
1000_entgegengehn,entgegengehn,,,Verb
1001_beschluverordnung,"Beschluß, Verordnung",,,"Noun, common, feminine"
1002_frommigkeit,Frömmigkeit,,,"Noun, common, feminine"
1003_anstandigehrbar,"anständig, ehrbar",,,Adjective
1004_fromm,fromm,,,"Adverb, Comparative"
1005_imzusammenhangderreihenach,"im Zusammenhang, der Reihe nach",,,Adverb
1006_ganzunversehrt,ganz unversehrt,,,Adjective
1007_verheiung,Verheißung,,,"Noun, common, neuter"
1008_gehorpredigt,"Gehör,  Predigt",,,"Noun, common, feminine"
1010_genosse,Genosse,,,Adjective
1011_gahnipnan,[ga-hnipnan],,,Verb
1012_enthaltsamkeit,Enthaltsamkeit,,,"Noun, common, feminine"
1014_gesinnungsinngewissen,Gesinnung; Sinn; Gewissen,,,"Noun, common, feminine"
1015_fugsamgetreu,"fügsam, getreu",,,Adjective
1016_verweilenruhe,"Verweilen, Ruhe",,,"Noun, common, feminine"
1017_gaiainna,gaiainna,,,"Noun, common"
1019_frohlichmachen,fröhlich machen,,,Verb
1020_gainnesarai,Gainnesaraiþ,,,"Noun, proper"
1021_gurtel,Gürtel,,,"Noun, common, feminine"
1023_umgurten,umgürten,,,Verb
1025_verlangenwunsch,"Verlangen, Wunsch",,,"Noun, common, feminine"
1026_begehrenverlangennachbedurfen,"begehren, verlangen nach; bedürfen",,,Verb
1027_leidenschaft,Leidenschaft,,,"Noun, common, neuter"
1029_bocklein,Böcklein,,,"Noun, common, neuter"
1030_ziege,Ziege,,,"Noun, common, feminine"
1031_gaius,Gaïus,,,"Noun, proper"
1032_paar, Paar,,,"Noun, common, neuter"
1033_genosse,Genosse,,,"Noun, common, masculine"
1034_gleichnis, Gleichnis,,,"Noun, common, feminine"
1035_uberredung,Überredung,,,"Noun, common, feminine"
1036_gakuns,gakunþs,,,"Noun, common, feminine"
1037_probe,Probe,,,"Noun, common, feminine"
1038_nachfolger,Nachfolger,,,"Noun, common, masculine"
1039_galateis,Galateis,,,"Noun, proper"
1041_glaubig,gläubig,,,Adjective
1042_glaube,Glaube,,,"Noun, common, feminine"
1043_wertvoll,wertvoll,,,Adjective
1044_einesleibes,eines Leibes,,,"Noun, common, masculine"
1045_abbild,Abbild,,,"Noun, common, neuter"
1046_ahnlich,ähnlich,,,Adjective
1047_gleich,gleich,,,"Adverb, Comparative"
1048_galeilaia,Galeilaia,,,"Noun, proper"
1049_galeilaius,Galeilaius,,,"Noun, proper"
1050_pfahlkreuz,"Pfahl, Kreuz",,,"Noun, common, masculine"
1051_beilager,Beilager,,,"Noun, common, neuter"
1052_luge,Lüge,,,"Noun, common, neuter"
1053_falscherapostel,falscher Apostel,,,"Noun, common, masculine"
1054_falscherbruder,falscher Bruder,,,"Noun, common, masculine"
1055_gotze,Götze,,,"Noun, common, neuter"
1056_falscherprophet,falscher Prophet,,,"Noun, common, masculine"
1057_falscherzeuge,falscher Zeuge,,,"Noun, common, masculine"
1058_falscherchristus,falscher Christus,,,"Noun, common, masculine"
1059_wertvoll,wertvoll,,,<none>
1061_gemeinschaft,Gemeinschaft,,,"Noun, common, feminine"
1062_teilnehmer,Teilnehmer,,,"Noun, common, masculine"
1063_gemein,gemein,,,Adjective
1064_versammlung,Versammlung,,,"Noun, common, feminine"
1065_verkruppeltverwundet,verkrüppelt; verwundet,,,Adjective
1066_auflosung,Auflösung,,,"Noun, common, feminine"
1067_teilnehmergenosse,Teilnehmer; Genosse,,,"Noun, common, neuter"
1070_erinnerung,Erinnerung,,,"Noun, common, feminine"
1071_schriftbuchstabenschrift,Schrift; Buchstabenschrift,,,"Noun, common, feminine"
1072_gedachtniserinnerung,"Gedächtnis, Erinnerung",,,"Noun, common, neuter"
1073_gedanke,Gedanke,,,"Noun, common, feminine"
1074_andenkengedachtnis,"Andenken, Gedächtnis",,,"Noun, common, feminine"
1075_genugegenugendesauskommengenugsamkeit,"Genüge, genügendes Auskommen; Genügsamkeit",,,"Noun, common, masculine"
1078_genugviel,"genug, viel",,,Adjective
1079_verursachen,verursachen,,,Verb
1080_ubereinstimmend,übereinstimmend,,,Adjective
1081_verabredung,Verabredung,,,"Noun, common, feminine"
1082_zusammenkunftversammlungvereinigung,"Zusammenkunft, Versammlung; Vereinigung",,,"Noun, common, feminine"
1083_anordnungsatzungregel,"Anordnung, Satzung, Regel",,,"Noun, common, feminine"
1084_gerechtigkeitgebot,"Gerechtigkeit, Gebot",,,"Noun, common, feminine"
1085_zurechtweisung,Zurechtweisung,,,"Noun, common, feminine"
1088_angeordnet,angeordnet,,,Adjective
1090_nachbarin,Nachbarin,,,"Noun, common, feminine"
1091_viehhof, Viehhof,,,"Noun, common, masculine"
1093_haushauswesenfamilie,"Haus, Hauswesen, Familie",,,"Noun, common, masculine"
1094_anstandig,anständig,,,Adverb
1095_bestimmtezeit,bestimmte Zeit,,,"Noun, common, feminine"
1096_schamhaftigkeit,Schamhaftigkeit,,,"Noun, common, feminine"
1097_ehrbarkeit,Ehrbarkeit,,,"Noun, common, neuter"
1098_ehrbar,ehrbar,,,Adjective
1099_beratung,Beratung,,,"Noun, common, neuter"
1100_flut,Flut,,,"Noun, common, feminine"
1101_marktstrae,Markt; Straße,,,"Noun, common, feminine"
1102_vorwurf,Vorwurf,,,"Noun, common, feminine"
1103_grundlegung,Grundlegung,,,"Noun, common, feminine"
1105_gefahrte,Gefährte,,,"Noun, common, masculine"
1106_bedeckung,Bedeckung,,,"Noun, common, feminine"
1107_erschaffung,Erschaffung,,,"Noun, common, feminine"
1108_unterschied,Unterschied,,,"Noun, common, feminine"
1109_mitknecht,Mitknecht,,,"Noun, common, neuter"
1110_sandalenschuhe,"Sandalen, Schuhe",,,"Noun, common, neuter"
1111_beschuht,beschuht,,,Adjective
1112_gastfreundschaft,Gastfreundschaft,,,"Noun, common, feminine"
1113_gastfrei,gastfrei,,,Adjective
1114_fremdling,Fremdling ,,,"Noun, common, masculine"
1115_ri,Riß,,,"Noun, common, masculine"
1116_zerstorung,Zerstörung,,,"Noun, common, feminine"
1117_geziemend,geziemend,,,Adverb
1118_passendgeschicktzu,passend; geschickt zu,,,Adjective
1119_zurrechtenzeitpassend,"zur rechten Zeit, passend",,,"Adverb, Comparative"
1121_gebaude,Gebäude,,,"Noun, common, feminine"
1122_gasse,Gasse,,,"Noun, common, feminine"
1123_bedacht,Bedacht,,,"Noun, common, neuter"
1124_enthaltsam,enthaltsam,,,Adjective
1126_trost,Trost,,,"Noun, common, feminine"
1127_tenneausdrusch,"Tenne, Ausdrusch",,,"Noun, common, neuter"
1128_umgegend,Umgegend,,,"Noun, common, masculine"
1129_gaulgaua,Gaulgauþa,,,"Noun, proper"
1130_gaumaurra,Gaumaurra,,,"Noun, proper"
1131_gaumaurjam,Gaumaurjam,,,"Noun, proper"
1132_bemerken,bemerken,,,Verb
1133_klagentotenklageanstimmen,klagen; Totenklage anstimmen,,,Verb
1134_klage,Klage,,,"Noun, common, masculine"
1136_betrubnis,Betrübnis,,,"Noun, common, feminine"
1137_einenkranken,einen kränken,,,Verb
1138_betrubttraurig,"betrübt, traurig",,,Adjective
1139_friedfertig,friedfertig,,,Adjective
1140_friede,Friede,,,"Noun, common, neuter"
1141_erwahlung,Erwählung,,,"Noun, common, feminine"
1143_bekehrung,Bekehrung,,,"Noun, common, feminine"
1144_verurteilung,Verurteilung,,,"Noun, common, feminine"
1145_bekleidung,Bekleidung,,,"Noun, common, feminine"
1146_gesprach,Gespräch,,,"Noun, common, neuter"
1147_geschafterwerbgewinn,Geschäft; Erwerb; Gewinn,,,"Noun, common, neuter"
1148_mitarbeiter,Mitarbeiter,,,"Noun, common, masculine"
1149_eingewurzelt,eingewurzelt,,,Adjective
1150_gau,Gau,,,"Noun, common, neuter"
1152_verbindungband,"Verbindung, Band ",,,"Noun, common, feminine"
1153_vollmitfreude,voll Mitfreude,,,Adjective
1154_schatzhaus,Schatzhaus,,,"Noun, common"
1155_stachel,Stachel,,,"Noun, common, masculine"
1157_gewinnen,gewinnen,,,Verb
1158_sichentsetzenerstaunen,"sich entsetzen, erstaunen",,,Verb
1159_gabegeschenk,"Gabe, Geschenk",,,"Noun, common, feminine"
1160_geben,geben,,,Verb
1161_geber,Geber,,,"Noun, common, masculine"
1162_sichwegbegeben,sich wegbegeben,,,Verb
1163_hingebenubergeben,"hingeben, übergeben",,,Verb
1164_vergebenverleihnschenken,"vergeben, verleihn, schenken",,,Verb
1165_erstattenbezahlen,"erstatten, bezahlen",,,Verb
1166_giebel,Giebel,,,"Noun, common, masculine"
1169_vergelten,vergelten,,,Verb
1170_steuer,Steuer,,,"Noun, common, neuter"
1171_eintragungindiesteuerliste,Eintragung in die Steuerliste,,,"Noun, common, feminine"
1172_sichel,Sichel,,,"Noun, common, feminine"
1173_beginnen,beginnen,,,Verb
1174_morgen,morgen,,,"Adverb, temporal"
1175_finden,finden,,,Verb
1176_gieen,gießen,,,Verb
1178_sorgsam,sorgsam,,,Adverb
1180_genau,genau,,,Adverb
1181_glanzen,glänzen,,,Verb
1182_vonguteredlerabkunft,"von guter, edler Abkunft",,,Adjective
1183_tugend,Tugend,,,"Noun, common, feminine"
1184_gru,Gruß,,,"Noun, common, feminine"
1185_gruen,grüßen,,,Verb
1186_gut,gut,,,Adjective
1187_graben,Graben,,,"Noun, common, feminine"
1188_graben,graben,,,Verb
1189_miteinemgrabenumgeben,mit einem Graben umgeben,,,Verb
1190_nachgrabenunterwuhlen,"nachgraben, unterwühlen",,,Verb
1191_ausgraben,ausgraben,,,Verb
1192_erzurnen,erzürnen,,,Verb
1193_erbittern,erbittern,,,Verb
1194_holzsplitter,Holzsplitter,,,"Noun, common"
1195_graskraut,"Gras, Kraut",,,"Noun, common, neuter"
1196_hungrig,hungrig,,,Adjective
1198_hunger,Hunger,,,"Noun, common, masculine"
1199_greifen,greifen,,,Verb
1202_weinenklagen,"weinen, klagen",,,Verb
1203_dasweinen,das Weinen,,,"Noun, common, masculine"
1204_kleinmutig,kleinmütig,,,Adjective
1205_schritt,Schritt,,,"Noun, common, feminine"
1206_grubehohle,"Grube, Höhle",,,"Noun, common, feminine"
1207_grundmauer,Grundmauer,,,"Noun, common, masculine"
1208_gottesfurchtig,gottesfürchtig,,,Adjective
1209_gottlos,gottlos,,,Adjective
1210_gottesgestalt,Gottesgestalt,,,"Noun, common, feminine"
1211_gottesverehrer,Gottesverehrer,,,"Noun, common, masculine"
1212_gotteshaus,Gotteshaus,,,"Noun, common, neuter"
