ID,Language_ID,Headword,Part_Of_Speech
2104-usmitan,Gothic,us-mitan,Verb
2105-mitas,Gothic,mitaþs,"Noun, common, feminine"
2106-miton,Gothic,miton,Verb
2107-ufarmiton,Gothic,ufar-miton,Verb
2108-mitons,Gothic,mitons,"Noun, common, feminine"
2109-mi,Gothic,miþ,"Preposition, +D"
2110-migardawaddjus,Gothic,miþgardawaddjus,<none>
2111-mian,Gothic,miþþan,Adverb
2112-mianei,Gothic,miþþanei,Conjunction
2113-miwissei,Gothic,miþwissei,"Noun, common, feminine"
2114-mizdo,Gothic,mizdo,"Noun, common, feminine"
2115-modags,Gothic,modags,Adjective
2116-afmojan,Gothic,af-mojan*,<none>
2117-moses,Gothic,Moses,"Noun, proper"
2118-mota,Gothic,mota,"Noun, common, feminine"
2119-gamotan,Gothic,ga-motan*,Verb
2120-motareis,Gothic,motareis,"Noun, common, masculine"
2121-motastas,Gothic,motastaþs,"Noun, common, masculine"
2122-gamotjan,Gothic,ga-motjan,Verb
2123-wiragamotjan,Gothic,wiþra-gamotjan,Verb
2124-mos,Gothic,moþs*,"Noun, common, masculine"
2125-mukamodei,Gothic,mukamodei*,"Noun, common, feminine"
2126-mulda,Gothic,mulda,"Noun, common, feminine"
2127-muldeins,Gothic,muldeins,Adjective
2128-faurmuljan,Gothic,faur-mūljan,Verb
2129-munan,Gothic,munan,Verb
2130-gamunan,Gothic,ga-munan,Verb
2131-munan,Gothic,munan,Verb
2132-mundon,Gothic,mundon,Verb
2133-mundrei,Gothic,mundrei*,"Noun, common, feminine"
2134-ufarmunnon,Gothic,ufar-munnon,Verb
2135-muns,Gothic,muns,"Noun, common, masculine"
2136-muns,Gothic,munþs,"Noun, common, masculine"
2137-nabaw,Gothic,Nabaw*,"Noun, proper"
2138-nadre,Gothic,nadre,"Noun, common"
2139-naem,Gothic,[Naem],"Noun, proper"
2140-naggai,Gothic,Naggai*,"Noun, proper"
2141-ganagljan,Gothic,ga-nagljan,Verb
2142-binah,Gothic,bi-nah,Verb
2143-ganah,Gothic,ga-nah,Verb
2144-nahasson,Gothic,Nahasson,"Noun, proper"
2145-nahtamats,Gothic,nahtamats,"Noun, common, masculine"
2146-nahts,Gothic,nahts,"Noun, common, feminine"
2147-naiman,Gothic,Naiman,"Noun, proper"
2148-naiteins,Gothic,naiteins,"Noun, common, feminine"
2149-ganaitjan,Gothic,ga-naitjan,Verb
2150-naitofaeis,Gothic,Naitofaþeis,"Noun, proper"
2151-nakor,Gothic,Nakor,"Noun, proper"
2152-namnjan,Gothic,namnjan,Verb
2153-ganamnjan,Gothic,ga-namnjan,Verb
2154-namo,Gothic,namo,"Noun, common, neuter"
2155-anananjan,Gothic,ana-nanþjan,Verb
2156-gananjan,Gothic,†ga-nanþjan,Verb
2157-naqadei,Gothic,naqadei,"Noun, common, feminine"
2158-naqas,Gothic,naqaþs,Adjective
2159-nardus,Gothic,nardus,"Noun, common, masculine"
2160-naseins,Gothic,naseins,"Noun, common, feminine"
2161-nasjan,Gothic,nasjan,Verb
2162-nasjands,Gothic,nasjands,"Noun, common, masculine"
2163-ganasjan,Gothic,ga-nasjan,Verb
2164-nati,Gothic,nati,"Noun, common, neuter"
2165-natjan,Gothic,natjan,Verb
2166-ganatjan,Gothic,ga-natjan,Verb
2167-naan,Gothic,Naþan,"Noun, proper"
2168-naubaimbair,Gothic,Naubaimbair,Foreign word
2169-naudibandi,Gothic,naudibandi,"Noun, common, feminine"
2170-naudiaurfts,Gothic,naudiþaurfts,Adjective
2171-naudiaurfts,Gothic,naudiþaurfts,"Noun, common, feminine"
2172-nauel,Gothic,Nauel,"Noun, proper"
2173-nauh,Gothic,nauh,Adverb
2174-nauhan,Gothic,nauhþan,Unassigned
2175-nauhanuh,Gothic,nauhþanuh,Unassigned
2176-nauhuan,Gothic,nauhuþþan,Unassigned
2177-naum,Gothic,Naum,"Noun, proper"
2178-naus,Gothic,naus,"Noun, common, masculine"
2179-naujan,Gothic,nauþjan,Verb
2180-ananaujan,Gothic,ana-nauþjan,Verb
2181-naus,Gothic,nauþs,"Noun, common, feminine"
2182-nawis,Gothic,nawis,Adjective
2183-ganawistron,Gothic,ga-nawistron,Verb
2184-miganawistron,Gothic,miþ-ganawistron,Verb
2185-nazarai,Gothic,Nazaraiþ,"Noun, proper"
2186-nazoraius,Gothic,Nazoraius,"Noun, proper"
2187-nazorenus,Gothic,Nazorenus*,"Noun, proper"
2188-ne,Gothic,ne,Unassigned
2189-ne,Gothic,neƕ,Adverb
2190-neis,Gothic,neƕis,"Adverb, Comparative"
2191-nea,Gothic,neƕa,"Adverb, locative"
2192-nejan,Gothic,neƕjan,Verb
2193-atnejan,Gothic,at-neƕjan,Verb
2194-neundja,Gothic,neƕundja,"Noun, common, masculine"
2195-nei,Gothic,nei,Unassigned
2196-nei,Gothic,neiþ,"Noun, common, neuter"
2197-neikaudemus,Gothic,Ne(i)kaudemus,<none>
2198-neiwan,Gothic,neiwan*,Verb
2199-nerins,Gothic,Nerins,"Noun, proper"
2200-nela,Gothic,neþla,"Noun, common, feminine"
2201-ni,Gothic,ni,Unassigned
2202-nibainiba,Gothic,"nibai, niba",Unassigned
2203-nidwa,Gothic,nidwa,"Noun, common"
2204-nih,Gothic,nih,Unassigned
2205-nikaudemus,Gothic,Nikaudemus,"Noun, proper"
2206-niman,Gothic,niman,Verb
2207-afniman,Gothic,af-niman,Verb
2208-andniman,Gothic,and-niman,Verb
2209-atniman,Gothic,at-niman,Verb
2210-biniman,Gothic,bi-niman,Verb
2211-disniman,Gothic,dis-niman,Verb
2212-franiman,Gothic,fra-niman,Verb
2213-ganiman,Gothic,ga-niman,Verb
2214-inniman,Gothic,in-niman,Verb
2215-miniman,Gothic,miþ-niman,Verb
2216-usniman,Gothic,us-niman,Verb
2217-ganisan,Gothic,ga-nisan,Verb
2218-nist,Gothic,nist,Unassigned
2219-nian,Gothic,niþan,Verb
2220-nijis,Gothic,niþjis,"Noun, common, masculine"
2221-nijo,Gothic,niþjo,"Noun, common, feminine"
2222-niu,Gothic,niu,Unassigned
2223-niuhseins,Gothic,niuhseins,"Noun, common, feminine"
2224-biniuhsjan,Gothic,bi-niuhsjan,Verb
2225-ananiujan,Gothic,ana-niujan,Verb
2226-niujasatis,Gothic,niujasatiþs*,"Participle, past"
2227-niujis,Gothic,niujis,Adjective
2228-niujia,Gothic,niujiþa,"Noun, common, feminine"
2229-niuklahei,Gothic,niuklahei,"Noun, common, feminine"
2230-niuklahs,Gothic,niuklahs,Adjective
2231-niun,Gothic,niun,"Numeral, cardinal"
2232-niunda,Gothic,niunda,"Numeral, ordinal"
2233-niuntehund,Gothic,niuntehund,"Numeral, cardinal"
2234-niutan,Gothic,niutan,Verb
2235-ganiutan,Gothic,ga-niutan,Verb
2236-ganohjan,Gothic,ga-nohjan,Verb
2237-ganohnan,Gothic,ga-nohnan,Verb
2238-notin,Gothic,notin,"Noun, common"
2239-nu,Gothic,nu,Adverb
2240-nuh,Gothic,nuh,Unassigned
2241-nunu,Gothic,nunu,Unassigned
2242-nuta,Gothic,nuta,"Noun, common, masculine"
2243-nwmfan,Gothic,Nwmfan,"Noun, proper"
2244-o,Gothic,o,Interjection
2245-obeid,Gothic,Obeid*,"Noun, proper"
2246-odueia,Gothic,Odueia*,"Noun, proper"
2247-ogan,Gothic,ogan*,Verb
2248-ogjan,Gothic,ogjan,Verb
2249-ohteigo,Gothic,ohteigo,<none>
2250-osaiin,Gothic,Osaiin,"Noun, proper"
2251-osanna,Gothic,osanna,Foreign word
2252-paida,Gothic,paida,"Noun, common, feminine"
2253-gapaidon,Gothic,ga-paidon,Verb
2254-paintekuste,Gothic,paintekuste*,"Noun, common"
2255-paitrus,Gothic,Paitrus,"Noun, proper"
2256-papan,Gothic,papan,"Noun, common"
2257-parakletus,Gothic,parakletus,"Noun, common, masculine"
2258-paraskaiwe,Gothic,paraskaiwe,"Noun, common"
2259-paska,Gothic,paska,"Noun, common"
2260-pasxa,Gothic,pasxa,<none>
2261-pauntius,Gothic,Pauntius*,"Noun, proper"
2262-paurpura,Gothic,paurpura,"Noun, common"
2263-paurpaura,Gothic,paurpaura,<none>
2264-paurpuros,Gothic,paurpuroþs,Adjective
2265-pawlus,Gothic,Pawlus,"Noun, proper"
2266-peikabagms,Gothic,peikabagms,"Noun, common, masculine"
2267-peilatus,Gothic,Peilatus,"Noun, proper"
2268-pistikeins,Gothic,[pistikeins],Adjective
2269-plapja,Gothic,plapja,"Noun, common, feminine"
2270-plat,Gothic,plat,"Noun, common"
2271-plinsjan,Gothic,plinsjan,Verb
2272-anapraggan,Gothic,ana-praggan,Verb
2273-praitoriaun,Gothic,praitoriaun,"Noun, common"
2274-praizbwtairei,Gothic,praizbwtairei,"Noun, common, feminine"
2275-praizbwtairi,Gothic,praizbwtairi*,"Noun, common, neuter"
2276-praufeteis,Gothic,praufeteis,"Noun, common, feminine"
2277-praufetes,Gothic,praufetes,"Noun, common"
2278-praufetja,Gothic,praufetja,"Noun, common"
2279-praufetjan,Gothic,praufetjan,Verb
2280-priska,Gothic,Priska,"Noun, proper"
2281-psalmon,Gothic,psalmon,"Noun, common"
2282-pugg,Gothic,pugg,"Noun, common"
2283-pund,Gothic,pund,"Noun, common"
2284-qainon,Gothic,qainon,Verb
2285-qairrei,Gothic,qairrei,"Noun, common, feminine"
2286-qairrus,Gothic,qairrus,Adjective
2287-qairu,Gothic,qairu,"Noun, common, neuter"
2288-qartus,Gothic,Qartus,"Noun, proper"
2289-qens,Gothic,qens,"Noun, common, feminine"
2290-qiman,Gothic,qiman,Verb
2291-anaqiman,Gothic,ana-qiman,Verb
2292-biqiman,Gothic,bi-qiman,Verb
2293-fauraqiman,Gothic,faura-qiman,Verb
2294-fraqiman,Gothic,fra-qiman,Verb
2295-gaqiman,Gothic,ga-qiman,Verb
2296-miqiman,Gothic,miþ-qiman,Verb
2297-usqiman,Gothic,us-qiman,Verb
2298-qinakunds,Gothic,qinakunds,Adjective
2299-qineins,Gothic,qineins,Adjective
2300-qino,Gothic,qino,"Noun, common, feminine"
2301-qisteins,Gothic,qisteins,"Noun, common, feminine"
2302-qistjan,Gothic,qistjan,Verb
2303-fraqistjan,Gothic,fra-qistjan,Verb
2304-usqistjan,Gothic,us-qistjan,Verb
2305-fraqistnan,Gothic,fra-qistnan,Verb
2306-qian,Gothic,qiþan,Verb
2307-afqian,Gothic,af-qiþan,Verb
2308-anaqian,Gothic,ana-qiþan,Verb
2309-andqian,Gothic,and-qiþan,Verb
2310-faurqian,Gothic,faur-qiþan,Verb
2311-fauraqian,Gothic,faura-qiþan,Verb
2312-fraqian,Gothic,fra-qiþan,Verb
2313-gaqian,Gothic,ga-qiþan,Verb
2314-miqian,Gothic,miþ-qiþan,Verb
2315-usqian,Gothic,us-qiþan,Verb
2316-qiuhafto,Gothic,qiþuhafto,"Noun, common, feminine"
2317-qius,Gothic,qiþus,"Noun, common, masculine"
2318-anaqiujan,Gothic,ana-qiujan,Verb
2319-gaqiujan,Gothic,ga-qiujan,Verb
2320-migaqiujan,Gothic,miþ-gaqiujan,Verb
2321-gaqiunan,Gothic,ga-qiunan,Verb
2322-qius,Gothic,qius*,Adjective
2323-qrammia,Gothic,†qrammiþa,"Noun, common, feminine"
2324-qums,Gothic,qums,"Noun, common, masculine"
2325-rabbaunei,Gothic,rabbaunei,Foreign word
2326-rabbei,Gothic,rabbei,Foreign word
2327-ragaw,Gothic,Ragaw*,"Noun, proper"
2328-ragin,Gothic,ragin,"Noun, common, neuter"
2329-ragineis,Gothic,ragineis,"Noun, common, masculine"
2330-raginon,Gothic,raginon,Verb
2331-garaginon,Gothic,ga-raginon,Verb
2332-rahnjan,Gothic,rahnjan,Verb
2333-faurarahnjan,Gothic,faura-rahnjan,Verb
2334-garahnjan,Gothic,ga-rahnjan,Verb
2335-rahton,Gothic,rahton,Verb
2336-raibaikka,Gothic,Raibaikka,"Noun, proper"
2337-raidjan,Gothic,raidjan,Verb
2338-garaidjan,Gothic,ga-raidjan,Verb
2339-raihtis,Gothic,raihtis,Conjunction
2340-garaihtjan,Gothic,gáraihtjan,Verb
2341-atgaraihtjan,Gothic,at-gáraihtjan,Verb
2342-raihts,Gothic,raihts,Adjective
2343-raihtaba,Gothic,raihtaba,"Adverb, Comparative"
2344-urraisjan,Gothic,ur-raisjan,Verb
2345-raka,Gothic,raka,Foreign word
2346-ufrakjan,Gothic,uf-rakjan,Verb
2347-rama,Gothic,Rama,"Noun, proper"
2348-urrannjan,Gothic,ur-rannjan,Verb
2349-rasta,Gothic,rasta,"Noun, common, feminine"
2350-garajan,Gothic,ga-raþjan,Verb
2351-rajo,Gothic,raþjo,"Noun, common, feminine"
2352-raizo,Gothic,raþizo,"Adjective, Comparative"
2353-biraubon,Gothic,bi-raubon,Verb
2354-inrauhtjan,Gothic,in-rauhtjan,Verb
2355-raupjan,Gothic,raupjan,Verb
2356-raus,Gothic,raus,"Noun, common, neuter"
2357-raus,Gothic,rauþs*,Adjective
2358-razda,Gothic,razda,"Noun, common, feminine"
2359-razn,Gothic,razn,"Noun, common, neuter"
2360-garedan,Gothic,ga-redan,Verb
2361-fauragaredan,Gothic,faura-garedan,Verb
2362-undredan,Gothic,und-redan,Verb
2363-urredan,Gothic,ur-redan,Verb
2364-reiki,Gothic,reiki,"Noun, common, neuter"
2365-reikinon,Gothic,reikinon,Verb
2366-reikeis,Gothic,reikeis*,Adjective
2367-reiks,Gothic,reiks*,Adjective
2368-reiks,Gothic,reiks,"Noun, common, masculine"
2369-reiran,Gothic,reiran,Verb
2370-inreiran,Gothic,in-reiran,Verb
2371-reiro,Gothic,reiro,"Noun, common, feminine"
2372-urreisan,Gothic,ur-reisan,Verb
2373-resa,Gothic,Resa*,"Noun, proper"
2374-rign,Gothic,rign,"Noun, common, neuter"
2375-rignjan,Gothic,rignjan,Verb
2376-rikan,Gothic,rikan,Verb
2377-rimis,Gothic,rimis*,"Noun, common, neuter"
2378-rinnan,Gothic,rinnan,Verb
2379-andrinnan,Gothic,and-rinnan,Verb
2380-atrinnan,Gothic,at-rinnan,Verb
2381-duatrinnan,Gothic,du-atrinnan,Verb
2382-birinnan,Gothic,bi-rinnan,Verb
2383-durinnan,Gothic,du-rinnan,Verb
2384-fairrinnan,Gothic,fair-rinnan,Verb
2385-faurrinnan,Gothic,faur-rinnan,Verb
2386-frarinnan,Gothic,fra-rinnan,Verb
2387-garinnan,Gothic,ga-rinnan,Verb
2388-undrinnan,Gothic,und-rinnan,Verb
2389-urrinnan,Gothic,ur-rinnan,Verb
2390-rinno,Gothic,rinno,"Noun, common, feminine"
2391-riqis,Gothic,riqis,"Noun, common, neuter"
2392-riqizeins,Gothic,riqizeins,Adjective
2393-riqizjan,Gothic,riqizjan,Verb
2394-riurei,Gothic,riurei,"Noun, common, feminine"
2395-riurjan,Gothic,riurjan,Verb
2396-riureis,Gothic,riureis*,Adjective
2397-riurs,Gothic,riurs*,Adjective
2398-rodjan,Gothic,rodjan,Verb
2399-birodjan,Gothic,bi-rodjan,Verb
2400-mirodjan,Gothic,miþ-rodjan,Verb
2401-rohsns,Gothic,rohsns,"Noun, common, feminine"
2402-rufus,Gothic,Rufus,"Noun, proper"
2403-rumis,Gothic,rūmis,"Noun, common"
2404-ruma,Gothic,Rūma*,"Noun, proper"
2405-urrumnan,Gothic,ur-rūmnan,Verb
2406-rumoneis,Gothic,Rūmoneis*,"Noun, proper"
2407-rums,Gothic,rūms,Adjective
2408-runa,Gothic,rūna,"Noun, common, feminine"
2409-runs,Gothic,runs,"Noun, common, masculine"
2410-sa,Gothic,sa,"Pronoun, demonstrative"
2411-sabaillius,Gothic,Sabaillius,"Noun, proper"
2412-saban,Gothic,saban*,"Noun, common"
2413-sabao,Gothic,Sabaoþ,"Noun, proper"
2414-sabbato,Gothic,sabbato,"Noun, common, masculine"
2415-saddukaieis,Gothic,Saddukaieis,"Noun, proper"
2416-sads,Gothic,sads,<none>
2417-saei,Gothic,saei,"Pronoun, relative"
2418-saggqjan,Gothic,saggqjan,Verb
2419-ufsaggqjan,Gothic,uf-saggqjan,Verb
2420-ufsaggqjan,Gothic,uf-saggqjan,<none>
2421-saggqa,Gothic,saggqa,"Noun, common"
2422-saggws,Gothic,saggws,"Noun, common, masculine"
2423-sah,Gothic,sah,"Pronoun, demonstrative"
2424-saazuh,Gothic,saƕazuh,"Pronoun, indefinite"
2425-sai,Gothic,sai,Adverb
2426-saian,Gothic,saian,Verb
2427-insaian,Gothic,in-saian,Verb
2428-saihs,Gothic,saihs,"Numeral, cardinal"
2429-saihsta,Gothic,saihsta,"Numeral, ordinal"
2430-saian,Gothic,saiƕan,Verb
2431-andsaian,Gothic,and-saiƕan,Verb
2432-atsaian,Gothic,at-saiƕan,Verb
2433-bisaian,Gothic,bi-saiƕan,Verb
2434-gasaian,Gothic,ga-saiƕan,Verb
2435-insaian,Gothic,in-saiƕan,Verb
2436-airhsaian,Gothic,þairh-saiƕan,Verb
2437-ussaian,Gothic,us-saiƕan,Verb
2438-insailjan,Gothic,in-sailjan,Verb
2439-sailaum,Gothic,Sailaum,"Noun, proper"
2440-saimaiein,Gothic,Saimaiein,"Noun, proper"
2441-sainjan,Gothic,sainjan,Verb
2442-sair,Gothic,sáir,"Noun, common, neuter"
2443-sairok,Gothic,Sairok,"Noun, proper"
2444-saiwala,Gothic,saiwala,"Noun, common, feminine"
2445-saiws,Gothic,saiws,"Noun, common, masculine"
2446-saixaineia,Gothic,Saixaineia,"Noun, proper"
2447-sakan,Gothic,sakan,Verb
2448-andsakan,Gothic,and-sakan,Verb
2449-gasakan,Gothic,ga-sakan,Verb
2450-insakan,Gothic,in-sakan,Verb
2451-anainsakan,Gothic,ana-insakan,Verb
2452-ussakan,Gothic,us-sakan,Verb
2453-sakjo,Gothic,sakjo,"Noun, common, feminine"
2454-sakkus,Gothic,sakkus,"Noun, common, masculine"
2455-sakuls,Gothic,sakuls,Adjective
2456-salamis,Gothic,Salamis,"Noun, proper"
2457-salaiel,Gothic,Salaþiel,"Noun, proper"
2458-salbon,Gothic,salbon,Verb
2459-gasalbon,Gothic,ga-salbon,Verb
2460-salbons,Gothic,salbons,"Noun, common, feminine"
2461-saldra,Gothic,saldra,"Noun, common, feminine"
2462-saliwos,Gothic,saliþwos,"Noun, common, feminine"
2463-saljan,Gothic,saljan,Verb
2464-andsaljan,Gothic,and-saljan,Verb
2465-gasaljan,Gothic,ga-saljan,Verb
2466-saljan,Gothic,saljan,Verb
2467-ussaljan,Gothic,us-saljan,Verb
2468-salmon,Gothic,Salmon,"Noun, proper"
2469-salome,Gothic,Salome,"Noun, proper"
2470-salt,Gothic,salt,"Noun, common, neuter"
2471-saltan,Gothic,saltan,Verb
2472-sama,Gothic,sama,Pronoun
2473-samafrajis,Gothic,samafraþjis*,Adjective
2474-samakuns,Gothic,samakuns*,Adjective
2475-samalaus,Gothic,samalauþs*,Adjective
2476-samaleiks,Gothic,samaleiks,Adjective
2477-samaleiko,Gothic,samaleiko,Adverb
2478-samana,Gothic,samana,Adverb
2479-samaqiss,Gothic,samaqiss,"Noun, common, feminine"
2480-samareites,Gothic,Samareites,"Noun, proper"
2481-samaria,Gothic,Samaria,"Noun, proper"
2482-samasaiwals,Gothic,samasaiwals*,Adjective
2483-sama,Gothic,samaþ,Adverb
2484-samjan,Gothic,samjan,Verb
2485-sandjan,Gothic,sandjan,Verb
2486-gasandjan,Gothic,ga-sandjan,Verb
2487-fauragasandjan,Gothic,faura-gasandjan,Verb
2488-insandjan,Gothic,in-sandjan,Verb
2489-miinsandjan,Gothic,miþ-insandjan,Verb
2490-gamisandjan,Gothic,ga-miþsandjan,Verb
2491-ussandjan,Gothic,us-sandjan,Verb
2492-saraipta,Gothic,Saraipta,"Noun, proper"
2493-sarra,Gothic,Sarra,"Noun, proper"
2494-sarwa,Gothic,sarwa,"Noun, common, neuter"
2495-satana,Gothic,Satana,"Noun, proper"
2496-satjan,Gothic,satjan,Verb
2497-afsatjan,Gothic,af-satjan,Verb
2498-atsatjan,Gothic,at-satjan,Verb
2499-bisatjan,Gothic,bi-satjan,Verb
2500-gasatjan,Gothic,ga-satjan,Verb
2501-fauragasatjan,Gothic,faura-gasatjan,Verb
2502-misatjan,Gothic,miþ-satjan,Verb
2503-ussatjan,Gothic,us-satjan,Verb
2504-sas,Gothic,saþs*,Adjective
2505-saudauma,Gothic,Saudauma,"Noun, proper"
2506-sauhts,Gothic,sauhts*,"Noun, common, feminine"
2507-sauil,Gothic,sauïl,"Noun, common, neuter"
2508-saulaumon,Gothic,Saulaumon,"Noun, proper"
2509-bisauljan,Gothic,bi-sauljan,Verb
2510-bisaulnan,Gothic,bi-saulnan,Verb
2511-sauls,Gothic,sauls,"Noun, common, feminine"
2512-saur,Gothic,Saur,"Noun, common, masculine"
2513-saurais,Gothic,Saurais,"Noun, proper"
2514-saurga,Gothic,saurga,"Noun, common, feminine"
2515-saurgan,Gothic,saurgan,Verb
2516-saurini,Gothic,Saurini,"Noun, common, feminine"
2517-saua,Gothic,sauþa,"Noun, common, feminine"
2518-saus,Gothic,sauþs,"Noun, common, masculine"
2519-sei,Gothic,sei,<none>
2520-seidona,Gothic,Seidona*,"Noun, proper"
2521-seidoneis,Gothic,Seidoneis*,"Noun, proper"
2522-seimon,Gothic,Seimon,"Noun, proper"
2523-seina,Gothic,Seina,"Noun, proper"
2524-sik,Gothic,sik,"Pronoun, personal, reflexive"
2525-seinaigairnai,Gothic,seinaigairnai,Adjective
2526-seins,Gothic,*seins,"Pronoun, possesive, reflexive"
2527-seiteins,Gothic,seiteins,Adjective
2528-seius,Gothic,seiþus,Adjective
2529-selei,Gothic,selei,"Noun, common, feminine"
2530-sels,Gothic,sels,Adjective
2531-sem,Gothic,Sem,"Noun, proper"
2532-se,Gothic,Seþ*,"Noun, proper"
2533-sibakanei,Gothic,sibakþanei,Foreign word
2534-sibja,Gothic,sibja,"Noun, common, feminine"
2535-gasibjon,Gothic,ga-sibjon,Verb
2536-sibun,Gothic,sibun,"Numeral, cardinal"
2537-sibuntehund,Gothic,sibuntehund,"Numeral, cardinal"
2538-sidon,Gothic,sidon,Verb
2539-sidus,Gothic,sidus,"Noun, common, masculine"
2540-sifan,Gothic,sifan,Verb
2541-siggwan,Gothic,siggwan,Verb
2542-ussiggwan,Gothic,us-siggwan,Verb
2543-sigis,Gothic,sigis,"Noun, common, neuter"
2544-sigislaun,Gothic,sigislaun,"Noun, common, neuter"
2545-sigljan,Gothic,sigljan,Verb
2546-faursigljan,Gothic,faur-sigljan,Verb
2547-gasigljan,Gothic,ga-sigljan,Verb
2548-sigljo,Gothic,sigljo,"Noun, common, neuter"
2549-sigqan,Gothic,sigqan,Verb
2550-dissiggqan,Gothic,dis-sig(g)qan,Verb
2551-gasiggqan,Gothic,ga-siggqan,Verb
2552-sihw,Gothic,†sihw,Unassigned
2553-sikls,Gothic,sikls*,"Noun, common, masculine"
2554-anasilan,Gothic,ana-silan,Verb
2555-silba,Gothic,silba,Pronoun
2556-silbanus,Gothic,Silbanus,"Noun, proper"
2557-silbasiuneis,Gothic,silbasiuneis*,"Noun, common, masculine"
2558-silbawiljis,Gothic,silbawiljis*,Adjective
2559-sildaleik,Gothic,sildaleik,"Noun, common, neuter"
2560-sildaleikjan,Gothic,sildaleikjan,Verb
2561-sildaleiknan,Gothic,sildaleiknan,Verb
2562-sildaleiks,Gothic,sildaleiks,Adjective
2563-siloam,Gothic,Siloam,"Noun, proper"
2564-silubr,Gothic,silubr,"Noun, common, neuter"
2565-silubreins,Gothic,silubreins,Adjective
2566-simle,Gothic,simle,"Adverb, temporal"
2567-sinapis,Gothic,sinapis,"Noun, common"
2568-sineigs,Gothic,sineigs,Adjective
2569-sinista,Gothic,sinista,"Adjective, Superlative"
2570-sinteins,Gothic,sinteins,Adjective
2571-sinteino,Gothic,sinteino,Adverb
2572-sins,Gothic,sinþs*,"Noun, common, masculine"
2573-sion,Gothic,Sion,"Noun, proper"
2574-siponeis,Gothic,siponeis,"Noun, common, masculine"
2575-siponjan,Gothic,siponjan,Verb
2576-sitan,Gothic,sitan,Verb
2577-andsitan,Gothic,and-sitan,Verb
2578-bisitan,Gothic,bi-sitan,Verb
2579-bisitands,Gothic,bisitands,"Noun, common, masculine"
2580-dissitan,Gothic,dis-sitan,Verb
2581-gasitan,Gothic,ga-sitan,Verb
2582-ussitan,Gothic,us-sitan,Verb
2583-sitls,Gothic,sitls,"Noun, common, masculine"
2584-siujan,Gothic,siujan,Verb
2585-siukan,Gothic,siukan,Verb
2586-siukei,Gothic,siukei,"Noun, common, feminine"
2587-siuks,Gothic,siuks,Adjective
2588-siuns,Gothic,siuns,"Noun, common, feminine"
2589-skaban,Gothic,skaban,Verb
2590-biskaban,Gothic,bi-skaban,Verb
2591-skadus,Gothic,skadus,"Noun, common, masculine"
2592-ufarskadwjan,Gothic,ufar-skadwjan,Verb
2593-skaftjan,Gothic,skaftjan,Verb
2594-skaidan,Gothic,skaidan,Verb
2595-afskaidan,Gothic,af-skaidan,Verb
2596-disskaidan,Gothic,dis-skaidan,Verb
2597-gaskaidan,Gothic,ga-skaidan,Verb
2598-gaskaidnan,Gothic,ga-skaidnan,Verb
2599-skal,Gothic,skal,<none>
2600-skalja,Gothic,skalja*,"Noun, common, feminine"
2601-skalkinassus,Gothic,skalkinassus,"Noun, common, masculine"
2602-skalkinon,Gothic,skalkinon,Verb
2603-miskalkinon,Gothic,miþ-skalkinon,Verb
2604-skalks,Gothic,skalks,"Noun, common, masculine"
2605-skaman,Gothic,skaman,Verb
2606-gaskaman,Gothic,ga-skaman,Verb
2607-skanda,Gothic,skanda,"Noun, common, feminine"
2608-gaskapjan,Gothic,ga-skapjan,Verb
2609-skariotau,Gothic,Skariotau,<none>
2610-usskarjan,Gothic,us-skarjan,Verb
2611-skattja,Gothic,skattja,"Noun, common, masculine"
2612-skatts,Gothic,skatts,"Noun, common, masculine"
2613-skaaila,Gothic,†skaþaila,<none>
2614-skais,Gothic,skaþis,"Noun, common, neuter"
2615-skajan,Gothic,skaþjan,Verb
2616-gaskajan,Gothic,ga-skaþjan,Verb
2617-skauls,Gothic,skaþuls,Adjective
2618-skaudaraip,Gothic,skaudaraip,"Noun, common"
2619-skauns,Gothic,skauns*,Adjective
2620-skauneis,Gothic,skauneis*,Adjective
2621-skaurpjo,Gothic,skaurpjo,"Noun, common, feminine"
2622-skauta,Gothic,skauta,"Noun, common"
2623-usskaujan,Gothic,[us-skaujan],<none>
2624-skeimam,Gothic,skeimam,"Noun, common"
2625-skeinan,Gothic,skeinan,Verb
2626-biskeinan,Gothic,bi-skeinan,Verb
2627-skeireins,Gothic,skeireins,"Noun, common, feminine"
2628-gaskeirjan,Gothic,ga-skeirjan,Verb
2629-skeirs,Gothic,skeirs,Adjective
2630-skewjan,Gothic,skewjan,Verb
2631-skildus,Gothic,skildus*,"Noun, common, masculine"
2632-skilja,Gothic,skilja*,"Noun, common, masculine"
2633-skilliggs,Gothic,skilliggs,"Noun, common, masculine"
2634-skip,Gothic,skip,"Noun, common, neuter"
2635-afskiuban,Gothic,af-skiuban,Verb
2636-skohs,Gothic,skohs,"Noun, common, masculine"
2637-skohsl,Gothic,skohsl,"Noun, common, neuter"
2638-disskreitan,Gothic,dis-skreitan,Verb
2639-disskritnan,Gothic,dis-skritnan,Verb
2640-skufta,Gothic,skufta,"Noun, common"
2641-skuggwa,Gothic,skuggwa,"Noun, common, masculine"
2642-skula,Gothic,skula,"Noun, common, masculine"
2643-skulan,Gothic,skulan,Verb
2644-skura,Gothic,skūra,"Noun, common, feminine"
2645-skwus,Gothic,Skwþus,"Noun, proper"
2646-slahals,Gothic,slahals,"Noun, common, masculine"
