Grapheme	IPA
gairda	ɡɛrda
bigairdan	bɪɣɛrdan
ufgairdan	uɸɡɛrdan
Gairgaisainus	ɡɛrɡɛsɛnus
gairnei	ɡɛrni
gairnjan	ɡɛrnjan
gairuni	ɡɛrunɪ
usgaisjan	usɡɛsjan
gaitein	ɡɛtin
gaits	ɡɛts
Gaïus	ɡɛ̈us
gajuk	ɡajuk
gajuka	ɡajuka
gajuko	ɡajuko
gakunds	ɡakunds
gakunþs	ɡakunθs
gakusts	ɡakusts
galaista	ɡalɛsta
Galateis	ɡalatis
Galatia	ɡalatɪa
galaubeins	ɡalɔβins
galaubeins	ɡalɔβins
galaufs	ɡalɔɸs
galeika	ɡalika
galeiki	ɡalikɪ
galeiks	ɡaliks
galeiko	ɡaliko
Galeilaia	ɡalilɛa
Galeilaius	ɡalilɛus
galga	ɡalɡa
galigri	ɡalɪɣrɪ
galiug	ɡalɪuɣ
galiugaapaustaulus	ɡalɪuɣaapɔstɔlus
galiugabroþar	ɡalɪuɣaβroθar
galiugaguþ	ɡalɪuɣaɣuθ
galiugapraufetus	ɡalɪuɣaprɔɸetus
galiugaweitwoþs	ɡalɪuɣawitwoθs
galiugaxristus	ɡalɪuɣaχrɪstus
galubaim	ɡaluβɛm
gamaindūþs	ɡamɛnduθs
gamainei	ɡamɛni
gamainja	ɡamɛnja
gamains	ɡamɛns
gamainþs	ɡamɛnθs
gamaiþs	ɡamɛθs
gamalteins	ɡamaltins
gaman	ɡaman
gamarko	ɡamarko
gamarzeins	ɡamarzins
gamaudeins	ɡamɔðins
gameleins	ɡamelins
gaminþi	ɡamɪnθɪ
gamitons	ɡamɪtons
gamunds	ɡamunds
ganauha	ɡanɔha
ganists	ɡanɪsts
ganiþjis	ɡanɪθjɪs
ganohs	ɡanohs
gansjan	ɡansjan
gaqiss	ɡakʷɪsː
gaqiss	ɡakʷɪsː
gaqumþs	ɡakʷumθs
garaideins	ɡarɛðins
garaihtei	ɡarɛhti
garaihteins	ɡarɛhtins
garaihtiþa	ɡarɛhtɪθa
garaihts	ɡarɛhts
garaiþs	ɡarɛθs
garazna	ɡarazna
garazno	ɡarazno
garda	ɡarda
gardawaldands	ɡardawaldands
gards	ɡards
garedaba	ɡareðaβa
garehsns	ɡarehsn̥s
gariudei	ɡarɪuði
gariudi	ɡarɪuðɪ
gariuþs	ɡarɪuθs
garūni	ɡarunɪ
garunjo	ɡarunjo
garuns	ɡaruns
gasahts	ɡasahts
gasateins	ɡasatins
gasinþa	ɡasɪnθa
gasinþja	ɡasɪnθja
gaskadweins	ɡaskaðwins
gaskafts	ɡaskaɸts
gaskaideins	ɡaskɛðins
gaskalki	ɡaskalkɪ
gaskohi	ɡaskohɪ
gaskohs	ɡaskohs
gastigodei	ɡastɪɣoði
gastigoþs	ɡastɪɣoθs
gasts	ɡasts
gataura	ɡatɔra
gataurþs	ɡatɔrθs
gatemiba	ɡatemɪβa
gatils	ɡatɪls
gatilaba	ɡatɪlaβa
gatimreins	ɡatɪmrins
gatimrjo	ɡatɪmrjo
gatwo	ɡatwo
gaþagki	ɡaθaŋkɪ
gaþaurbs	ɡaθɔrbs
gaþlaihts	ɡaθlɛhts
gaþrafsteins	ɡaθraɸstins
gaþrask	ɡaθrask
gauja	ɡɔja
Gaulgauþa	ɡɔlɡɔθa
Gaumaurra	ɡɔmɔrːa
Gaumaurjam	ɡɔmɔrjam
gaumjan	ɡɔmjan
gaunon	ɡɔnon
gaunoþus	ɡɔnoθus
gaurei	ɡɔri
gauriþa	ɡɔrɪθa
gaurjan	ɡɔrjan
gáurs	ɡɔrs
gawairþeigs	ɡawɛrθiɣs
gawairþi	ɡawɛrθɪ
gawaleins	ɡawalins
gawamms	ɡawamːs
gawandeins	ɡawandins
gawargeins	ɡawarɡins
gawaseins	ɡawasins
gawaurdi	ɡawɔrdɪ
gawaurki	ɡawɔrkɪ
gawaurstwa	ɡawɔrstwa
gawaurts	ɡawɔrts
gawi	ɡawɪ
gawiljis	ɡawɪljɪs
gawiss	ɡawɪsː
gawizneigs	ɡawɪzniɣs
gazaufwlakio	ɡazɔɸwlakɪo
gazds	ɡazds
faihugeigan	ɸɛhuɣiɣan
gageigan	ɡaɣiɣan
usgeisnan	usɡisnan
giba	ɡɪβa
giban	ɡɪβan
gibands	ɡɪβands
afgiban_sik	aɸɡɪβan_sɪk
atgiban	atɡɪβan
fragiban	ɸraɣɪβan
usgiban	usɡɪβan
gibla	ɡɪβla
gild	ɡɪld
fragildan	ɸraɣɪldan
usgildan	usɡɪldan
gilstr	ɡɪlstr̥
gilstrameleins	ɡɪlstramelins
gilþa	ɡɪlθa
duginnan	duɣɪnːan
gistradagis	ɡɪstraðaɣɪs
bigitan	bɪɣɪtan
giutan	ɡɪutan
ufargiutan	uɸarɡɪutan
glaggwaba	ɡlaɡɡwaβa
glaggwo	ɡlaɡɡwo
glaggwuba	ɡlaɡɡwuβa
glitmunjan	ɡlɪtmunjan
godakunds	ɡoðakunds
godei	ɡoði
goleins	ɡolins
goljan	ɡoljan
goþs	ɡoθs
graba	ɡraβa
graban	ɡraβan
bigraban	bɪɣraβan
ufgraban	uɸɡraβan
usgraban	usɡraβan
gramjan	ɡramjan
ingramjan	ɪnɡramjan
gramsta	ɡramsta
gras	ɡras
gredags	ɡreðaɣs
gredon	ɡreðon
gredus	ɡreðus
greipan	ɡripan
fairgreipan	ɸɛrɡripan
undgreipan	undɡripan
gretan	ɡretan
grets	ɡrets
grindafraþjis	ɡrɪndaɸraθjɪs
griþs	ɡrɪθs
groba	ɡroβa
grunduwaddjus	ɡrunduwadːjus
gudafaurhts	ɡuðaɸɔrhts
gudalaus	ɡuðalɔs
gudaskaunei	ɡuðaskɔni
gudblostreis	ɡuðblostris
gudhūs	ɡuðhus
Gudilub	ɡuðɪluβ
gudisks	ɡuðɪsks
gudja	ɡuðja
gudjinassus	ɡuðjɪnasːus
gudjinon	ɡuðjɪnon
gulþ	ɡulθ
gulþeins	ɡulθins
guma	ɡuma
gumakunds	ɡumakunds
gumein	ɡumin
gund	ɡund
usgutnan	usɡutnan
Gutþiuda	ɡutθɪuða
guþ	ɡuθ
haban	haβan
afhaban	aɸhaβan
anahaban	anahaβan
athaban	athaβan
dishaban	dɪshaβan
gahaban	ɡahaβan
ufhaban	uɸhaβan
hafjan	haɸjan
andhafjan	andhaɸjan
athafjan	athaɸjan
ufarhafjan	uɸarhaɸjan
ushafjan	ushaɸjan
ufarhafnan	uɸarhaɸnan
haftjan	haɸtjan
gahaftjan	ɡahaɸtjan
gagáhaftjan	ɡaɣahaɸtjan
gahaftnan	ɡahaɸtnan
hafts	haɸts
hāhan	hahan
athahan	athahan
ushahan	ushahan
hāhan	hahan
Haibraius	hɛβrɛus
haidus	hɛðus
haifstjan	hɛɸstjan
haifsts	hɛɸsts
háihs	hɛhs
Haileias	hɛlias
Haileisaius	hɛlisɛus
hailjan	hɛljan
gahailjan	ɡahɛljan
gahailnan	ɡahɛlnan
hails	hɛls
haimoþli	hɛmoθlɪ
haims	hɛms
hairaiseis	hɛrɛsis
hairda	hɛrda
hairdeis	hɛrdis
Hairmaugaineis	hɛrmɔɣɛnis
Hairodia	hɛroðɪa
hairto	hɛrto
hairþra	hɛrθra
hairus	hɛrus
haizam	hɛzam
haitan	hɛtan
anahaitan	anahɛtan
andhaitan	andhɛtan
athaitan	athɛtan
fairhaitan	ɸɛrhɛtan
gahaitan	ɡahɛtan
fauragahaitan	ɸɔraɣahɛtan
ushaitan	ushɛtan
haiti	hɛtɪ
haiþi	hɛθɪ
haiþiwisks	hɛθɪwɪsks
háiþno	hɛθno
hakuls	hakuls
halba	halba
halbs	halbs
haldan	haldan
haldis	haldɪs
halisaiw	halɪsɛw
halja	halja
halks	halks
hallus	halːus
hals	hals
halsagga	halsaŋɡa
halts	halts
hamfs	hamɸs
afhamon	aɸhamon
anahamon	anahamon
andhamon	andhamon
gahamon	ɡahamon
ufarhamon	uɸarhamon
hana	hana
handugei	handuɣi
handugs	handuɣs
handus	handus
handuwaurhts	handuwɔrhts
hansa	hansa
gahardjan	ɡahardjan
harduhairtei	harduhɛrti
hardus	hardus
harjis	harjɪs
hatan	hatan
hatis	hatɪs
hatizon	hatɪzon
hatjan	hatjan
haubiþ	hɔβɪθ
hauhei	hɔhi
hauheins	hɔhins
hauhhairtei	hɔhhɛrti
hauhhairts	hɔhhɛrts
hauhisti	hɔhɪstɪ
hauhiþa	hɔhɪθa
hauhjan	hɔhjan
ufarhauhjan	uɸarhɔhjan
ushauhjan	ushɔhjan
ushauhnan	ushɔhnan
háuhs	hɔhs
hauhista	hɔhɪsta
hauhaba	hɔhaβa
hauhis	hɔhɪs
hauhþuhts	hɔhθuhts
hauneins	hɔnins
hauniþa	hɔnɪθa
haunjan	hɔnjan
gahaunjan	ɡahɔnjan
hauns	hɔns
haurds	hɔrds
hauri	hɔrɪ
haurn	hɔrn̥
haurnja	hɔrnja
haurnjan	hɔrnjan
hauseins	hɔsins
hausjan	hɔsjan
andhausjan	andhɔsjan
gahausjan	ɡahɔsjan
ufhausjan	uɸhɔsjan
hausjon	hɔsjon
hawi	hawɪ
hazeins	hazins
hazjan	hazjan
heito	hito
heiwafrauja	hiwaɸrɔja
helei	heli
Helei	heli
Helias	helɪas
Her	her
her	her
Herodes	heroðes
Herodia	heroðɪa
Herodianus	heroðɪanus
heþjo	heθjo
hi	hɪ
hidre	hɪðre
hilms	hɪlm̥s
hilpan	hɪlpan
gahilpan	ɡahɪlpan
himinakunds	hɪmɪnakunds
himins	hɪmɪns
himma	hɪmːa
hindana	hɪndana
hindar	hɪndar
hindarweis	hɪndarwis
hindarweisei	hɪndarwisi
hindumists	hɪndumɪsts
frahinþan	ɸrahɪnθan
miþfrahinþan	mɪθɸrahɪnθan
ushinþan	ushɪnθan
hiri	hɪrɪ
hita	hɪta
hiufan	hɪuɸan
hiuhma	hɪuhma
hiwi	hɪwɪ
hlahjan	hlahjan
bihlahjan	bɪhlahjan
hlaifs	hlɛɸs
hlaine	hlɛne
hlaiw	hlɛw
hlaiwasnos	hlɛwasnos
hlamma	hlamːa
hlas	hlas
hlasoza	hlasoza
hlasei	hlasi
afhlaþan	aɸhlaθan
ushlaupan	ushlɔpan
hlauts	hlɔts
hleibjan	hliβjan
hleiduma	hliðuma
hleiþra	hliθra
ufarhleiþrjan	uɸarhliθrjan
hleþrastakeins	hleθrastakins
hlifan	hlɪɸan
hliftus	hlɪɸtus
hlijans	hlɪjans
hliuma	hlɪuma
ufhlohjan	uɸhlohjan
hlutrei	hlutri
hlutriþa	hlutrɪθa
hlūtrs	hlutr̥s
hnaiweins	hnɛwins
hnaiwjan	hnɛwjan
anahnaiwjan	anahnɛwjan
gahnaiwjan	ɡahnɛwjan
ufhnaiwjan	uɸhnɛwjan
hnaiws	hnɛws
hnasqjaim	hnaskʷjɛm
hneiwan	hniwan
anahneiwan	anahniwan
gahnipnan	ɡahnɪpnan
dishniupan	dɪshnɪupan
dishnupnan	dɪshnupnan
hnuþo	hnuθo
hoha	hoha
holon	holon
afholon	aɸholon
horinassus	horɪnasːus
horinon	horɪnon
gahorinon	ɡahorɪnon
hors	hors
hrainei	hrɛni
hraineins	hrɛnins
hrainjahairts	hrɛnjahɛrts
hrainjan	hrɛnjan
afhrainjan	aɸhrɛnjan
gahrainjan	ɡahrɛnjan
ushrainjan	ushrɛnjan
hrains	hrɛns
hraiwadūbo	hrɛwaðuβo
hramjan	hramjan
ushramjan	ushramjan
afhrisjan	aɸhrɪsjan
ushrisjan	ushrɪsjan
hropjan	hropjan
ufhropjan	uɸhropjan
hrops	hrops
hrot	hrot
hroþeigs	hroθiɣs
hrugga	hruŋɡa
hrūkjan	hrukjan
hruk	hruk
andhruskan	andhruskan
huggrjan	huŋɡrjan
hugjan	huɣjan
afhugjan	aɸhuɣjan
andhugjan	andhuɣjan
fauragahugjan	ɸɔraɣahuɣjan
ufarhugjan	uɸarhuɣjan
hugs	huɣs
hugs	huɣs
huhjan	huhjan
huhrus	huhrus
hulistr	hulɪstr̥
huljan	huljan
andhuljan	andhuljan
dishuljan	dɪshuljan
gahuljan	ɡahuljan
ushulon	ushulon
hulþs	hulθs
hulundi	hulundɪ
hun	hun
hunda	hunda
hundafaþs	hundaɸaθs
hunds	hunds
hunsl	hunsl̥
hunslastaþs	hunslastaθs
hunsljan	hunsljan
hunþs	hunθs
hups	hups
huzd	huzd
huzdjan	huzdjan
Hwmainaius	hwmɛnɛus
hwssopon	hwsːopon
ƕad	ʍað
ƕadre	ʍaðre
ƕah	ʍah
ƕairban	ʍɛrban
biƕairban	bɪʍɛrban
ƕairnei	ʍɛrni
ƕaiteis	ʍɛtis
ƕaiwa	ʍɛwa
ƕan	ʍan
ƕanhun	ʍanhun
afƕapjan	aɸʍapjan
afƕapnan	aɸʍapnan
ƕar	ʍar
ƕarbon	ʍarbon
ƕarjis	ʍarjɪs
ƕarjizuh	ʍarjɪzuh
ƕas	ʍas
ƕashun	ʍashun
ƕassaba	ʍasːaβa
ƕassei	ʍasːi
gaƕatjan	ɡaʍatjan
ƕaþ	ʍaθ
ƕaþar	ʍaθar
ƕaþaruh	ʍaθaruh
ƕaþjan	ʍaθjan
ƕaþo	ʍaθo
ƕaþro	ʍaθro
ƕazuh	ʍazuh
ƕe	ʍe
ƕeh	ʍeh
ƕeila	ʍila
ƕeilaƕairbs	ʍilaʍɛrbs
ƕeilan	ʍilan
anaƕeilan	anaʍilan
gaƕeilan	ɡaʍilan
ƕeilohun	ʍilohun
gaƕeitjan	ɡaʍitjan
ƕeits	ʍits
ƕelauþs	ʍelɔθs
ƕileiks	ʍɪliks
ƕilftrjom	ʍɪlɸtrjom
ƕoftuli	ʍoɸtulɪ
ƕoh	ʍoh
ƕopan	ʍopan
ƕota	ʍota
ƕotjan	ʍotjan
gaƕotjan	ɡaʍotjan
Iaeirus	ɪairus
Iairaimias	ɪɛrɛmɪas
Iairaupaulein	ɪɛrɔpɔlin
Iaireiko	ɪɛriko
Iairusalem	ɪɛrusalem
Iairusaulwma	ɪɛrusɔlwma
Iairusaulwmeis	ɪɛrusɔlwmis
Iairusaulwmeite	ɪɛrusɔlwmite
Iaissaizis	ɪɛsːɛzɪs
Iakob	ɪakoβ
Iakobus	ɪakoβus
Iaredis	ɪareðɪs
Iareim	ɪarim
Iasson	ɪasːon
Iaurdanus	ɪɔrdanus
ibai	ɪβɛ
ibdaljin	ɪβdaljɪn
ibna	ɪβna
ibnaleiks	ɪβnaliks
ibnaskauns	ɪβnaskɔns
skauneis	skɔnis
ibnassus	ɪβnasːus
gaïbnjan	ɡɛ̈βnjan
ibns	ɪβn̥s
ibuks	ɪβuks
iddja	ɪdːja
idreiga	ɪðriɣa
idreigon	ɪðriɣon
gaïdreigon	ɡɛ̈ðriɣon
Idumaia	ɪðumɛa
idweit	ɪðwit
idweitjan	ɪðwitjan
Iesus	ɪesus
iftuma	ɪɸtuma
iggqar	ɪŋɡkʷar
igqis	ɪŋkʷɪs
ik	ɪk
ikei	ɪki
in	ɪn
inahei	ɪnahi
inahs	ɪnahs
ingardja	ɪnɡardja
inilo	ɪnɪlo
inkilþo	ɪnkɪlθo
inkunja	ɪnkunja
inmaideins	ɪnmɛðins
inn	ɪnː
inna	ɪnːa
innakunds	ɪnːakunds
innana	ɪnːana
innatgāhts	ɪnːatɡahts
innaþro	ɪnːaθro
inniujiþa	ɪnːɪujɪθa
innuma	ɪnːuma
insahts	ɪnsahts
inuh	ɪnuh
inuh	ɪnuh
inwindiþa	ɪnwɪndɪθa
inwinds	ɪnwɪnds
inwitoþs	ɪnwɪtoθs
Ioanan	ɪoanan
Ioda	ɪoða
Iohanna	ɪohanːa
Iohanna	ɪohanːa
Iohannes	ɪohanːes
Iora	ɪora
Ioreim	ɪorim
Iosef	ɪoseɸ
Iosezis	ɪosezɪs
is_M	ɪs_m
Isak	ɪsak
Iskariotes	ɪskarɪotes
Israel	ɪsrael
Israeleites	ɪsraelites
itan	ɪtan
fraïtan	ɸrɛ̈tan
Ituraia	ɪturɛa
iþ	ɪθ
Iudaia	ɪuðɛa
Iudaialand	ɪuðɛaland
Iudaius	ɪuðɛus
Judaius	juðɛus
iudaiwisko	ɪuðɛwɪsko
iudaiwiskon	ɪuðɛwɪskon
Iudas	ɪuðas
iumjo	ɪumjo
iup	ɪup
iupa	ɪupa
iupana	ɪupana
iupaþro	ɪupaθro
Iuse	ɪuse
iusila	ɪusɪla
iusiza	ɪusɪza
izei	ɪzi
ize	ɪze
izwar	ɪzwar
izwizei	ɪzwɪzi
ja	ja
jabai	jaβɛ
Jaeirus	jairus
jah	jah
jai	jɛ
jainar	jɛnar
jaind	jɛnd
jaindre	jɛndre
jaindwairþs	jɛndwɛrθs
jains	jɛns
jainþro	jɛnθro
Jairupulai	jɛrupulɛ
Janna	janːa
Jannes	janːes
jaþþe	jaθːe
jau	jɔ
Jaurdanau	jɔrdanɔ
jer	jer
jiuka	jɪuka
jiukan	jɪukan
gajiukan	ɡajɪukan
Jiuleis	jɪulis
jota	jota
ju	ju
judaiwisks	juðɛwɪsks
Judaius	juðɛus
Judas	juðas
juggs	juŋɡs
juk	juk
jukuzi	jukuzɪ
junda	junda
jūs	jus
Justus	justus
juþan	juθan
jūzei	juzi
Kaballarja	kaβalːarja
Kaeinan	kainan
Kafarnaum	kaɸarnɔm
Kaidmeiel	kɛðmiel
Kaidron	kɛðron
kaisar	kɛsar
kaisaragild	kɛsaraɣɪld
Kaisaria	kɛsarɪa
Kajafa	kajaɸa
kalbo	kalbo
kalds	kalds
kalkinassus	kalkɪnasːus
kalkjom	kalkjom
Kananeites	kananites
kann	kanː
kannjan	kanːjan
gakannjan	ɡakanːjan
uskannjan	uskanːjan
kapillon	kapɪlːon
kara	kara
Kareiaþiareim	kariaθɪarim
karkara	karkara
karon	karon
gakaron	ɡakaron
Karpus	karpus
kas	kas
kasja	kasja
katile	katɪle
Kaulaussaium	kɔlɔsːɛum
kaupatjan	kɔpatjan
kaupon	kɔpon
Kaurazein	kɔrazin
kaurban	kɔrban
kaurbaunan	kɔrbɔnan
kaurei	kɔri
Kaurinþius	kɔrɪnθɪus
Kaurinþon	kɔrɪnθon
kauriþa	kɔrɪθa
kaurjan	kɔrjan
anakaurjan	anakɔrjan
miþkaurjan	mɪθkɔrjan
kaurjos	kɔrjos
kaurn	kɔrn̥
kaurno	kɔrno
kausjan	kɔsjan
gakausjan	ɡakɔsjan
kawtsjo	kawtsjo
Kefas	keɸas
keinan	kinan
uskeinan	uskinan
miþuskeinan	mɪθuskinan
kelikn	kelɪkn̥
Kileikia	kɪlikɪa
kilþei	kɪlθi
kindins	kɪndɪns
kinnus	kɪnːus
kintus	kɪntus
kiusan	kɪusan
gakiusan	ɡakɪusan
uskiusan	uskɪusan
Klemaintau	klemɛntɔ
Klaimaintau	klɛmɛntɔ
klismjan	klɪsmjan
klismo	klɪsmo
kniu	knɪu
knodai	knoðɛ
knussjan	knusːjan
Kosam	kosam
Kreks	kreks
Kreskus	kreskus
Kretai	kretɛ
Kretes	kretes
Krispus	krɪspus
kriustan	krɪustan
gakroton	ɡakroton
krusts	krusts
kubitus	kuβɪtus
kukjan	kukjan
bikukjan	bɪkukjan
anakumbjan	anakumbjan
kumei	kumi
kunawida	kunawɪða
kuni	kunɪ
kunnan	kunːan
frakunnan	ɸrakunːan
gakunnan	ɡakunːan
kunnan	kunːan
anakunnan	anakunːan
atkunnan	atkunːan
gakunnan	ɡakunːan
ufkunnan	uɸkunːan
kunþi	kunθɪ
kunþs	kunθs
Kusa	kusa
Kustanteinus	kustantinus
kustus	kustus
Kwreinaius	kwrinɛus
Kwreinaius	kwrinɛus
laggamodei	laŋɡamoði
laggei	laŋɡi
laggs	laŋɡs
lagjan	laɣjan
aflagjan	aɸlaɣjan
analagjan	analaɣjan
atlagjan	atlaɣjan
faurlagjan	ɸɔrlaɣjan
galagjan	ɡalaɣjan
ufarlagjan	uɸarlaɣjan
uslagjan	uslaɣjan
laian	lɛan
lauan	lɔan
laiba	lɛβa
bilaibjan	bɪlɛβjan
bilaif	bɪlɛɸ
laigaion	lɛɣɛon
bilaigon	bɪlɛɣon
laikan	lɛkan
bilaikan	bɪlɛkan
laiks	lɛks
laiktjo	lɛktjo
lais	lɛs
laisareis	lɛsaris
laiseigs	lɛsiɣs
laiseins	lɛsins
laisjan	lɛsjan
galaisjan	ɡalɛsjan
uslaisjan	uslɛsjan
laistjan	lɛstjan
afarlaistjan	aɸarlɛstjan
galaistjan	ɡalɛstjan
laists	lɛsts
Laiwweis	lɛwːis
Laiwweiteis	lɛwːitis
Lamaik	lamɛk
lamb	lamb
land	land
lasiws	lasɪws
latei	lati
latjan	latjan
analatjan	analatjan
galatjan	ɡalatjan
lats	lats
laþaleiko	laθaliko
laþon	laθon
atlaþon	atlaθon
galaþon	ɡalaθon
laþons	laθons
lauan	lɔan
galaubjan	ɡalɔβjan
uslaubjan	uslɔβjan
Laudeikaia	lɔðikɛa
laudi	lɔðɪ
laufs	lɔɸs
laugnjan	lɔɣnjan
galaugnjan	ɡalɔɣnjan
lauhatjan	lɔhatjan
lauhmuni	lɔhmunɪ
Lauidjai	lɔɪðjɛ
laun	lɔn
launawargs	lɔnawarɡs
laus	lɔs
lausawaurdei	lɔsawɔrdi
lausawaurdi	lɔsawɔrdɪ
lausawaurds	lɔsawɔrds
laushandja	lɔshandja
lausjan	lɔsjan
galausjan	ɡalɔsjan
uslausjan	uslɔsjan
lausqiþrei	lɔskʷɪθri
lausqiþrs	lɔskʷɪθr̥s
Lazarus	lazarus
bileiban	bɪliβan
leihts	lihts
leiƕan	liʍan
leik	lik
leikains	likɛns
leikan	likan
galeikan	ɡalikan
fauragaleikan	ɸɔraɣalikan
leikeins	likins
leikeis	likis
sildaleikjan	sɪldalikjan
gáleikon	ɡalikon
gagáleikon	ɡaɣalikon
ingáleikon	ɪnɡalikon
miþgáleikon	mɪθɡalikon
þairhgáleikon	θɛrhɡalikon
lein	lin
leitan	litan
leitils	litɪls
afleiþan	aɸliθan
bileiþan	bɪliθan
galeiþan	ɡaliθan
inngaleiþan	ɪnːɣaliθan
miþinngaleiþan	mɪθɪnːɣaliθan
hindarleiþan	hɪndarliθan
þairhleiþan	θɛrhliθan
ufarleiþan	uɸarliθan
usleiþan	usliθan
leiþu	liθu
lekeis	lekis
lekinassus	lekɪnasːus
lekinon	lekɪnon
galeikinon	ɡalikɪnon
letan	letan
afletan	aɸletan
fraletan	ɸraletan
usletan	usletan
andletnan	andletnan
lew	lew
lewjan	lewjan
fralewjan	ɸralewjan
galewjan	ɡalewjan
libains	lɪβɛns
liban	lɪβan
miþliban	mɪθlɪβan
aflifnan	aɸlɪɸnan
ligan	lɪɣan
atligan	atlɪɣan
ufligan	uɸlɪɣan
ligrs	lɪɣr̥s
lima	lɪma
aflinnan	aɸlɪnːan
lisan	lɪsan
galisan	ɡalɪsan
listeigs	lɪstiɣs
lists	lɪsts
litai	lɪtɛ
liteins	lɪtins
miþlitjan	mɪθlɪtjan
liþus	lɪθus
liubaleiks	lɪuβaliks
liudan	lɪuðan
awiliudon	awɪlɪuðon
liufs	lɪuɸs
liuga	lɪuɣa
liugan	lɪuɣan
galiugan	ɡalɪuɣan
liugan	lɪuɣan
liugn	lɪuɣn̥
liugnapraufetus	lɪuɣnaprɔɸetus
liugnawaurds	lɪuɣnawɔrds
liugnja	lɪuɣnja
liuhadei	lɪuhaði
liuhadeins	lɪuhaðins
liuhadeins	lɪuhaðins
liuhaþ	lɪuhaθ
liuhtjan	lɪuhtjan
galiuhtjan	ɡalɪuhtjan
inliuhtjan	ɪnlɪuhtjan
fraliusan	ɸralɪusan
liutei	lɪuti
liuts	lɪuts
liuþareis	lɪuθaris
liuþon	lɪuθon
lofa	loɸa
Loþ	loθ
lubains	luβɛns
lubjaleis	luβjalis
lubjaleisei	luβjalisi
ludja	luðja
luftu	luɸtu
galūkan	ɡalukan
uslukan	uslukan
lukarn	lukarn̥
lukarnastaþa	lukarnastaθa
Lukas	lukas
Lukius	lukɪus
galuknan	ɡaluknan
usluknan	usluknan
lun	lun
fralusnan	ɸralusnan
luston	luston
lustus	lustus
lustusama	lustusama
luton	luton
usluton	usluton
Lwddomaeis	lwdːomais
Lwsanius	lwsanɪus
Lwstrws	lwstrws
Maeinan	mainan
magan	maɣan
gamagan	ɡamaɣan
magaþei	maɣaθi
magaþs	maɣaθs
Magdalan	maɣdalan
Magdalene	maɣdalene
magula	maɣula
magus	maɣus
Mahaþ	mahaθ
mahteigs	mahtiɣs
anamahtjan	anamahtjan
mahts	mahts
mahts	mahts
maidjan	mɛðjan
inmaidjan	ɪnmɛðjan
maihstus	mɛhstus
Mailaian	mɛlɛan
maile	mɛle
Mailkei	mɛlki
maimbrana	mɛmbrana
gámainjan	ɡamɛnjan
gagámainjan	ɡaɣamɛnjan
mais	mɛs
Maisaullam	mɛsɔlːam
maists	mɛsts
maist	mɛst
maitan	mɛtan
afmaitan	aɸmɛtan
bimaitan	bɪmɛtan
gamaitan	ɡamɛtan
usmaitan	usmɛtan
maiþms	mɛθm̥s
maiza	mɛza
Makeibis	makiβɪs
Makidoneis	makɪðonis
Makidonja	makɪðonja
Makmas	makmas
malan	malan
Malailaiel	malɛlɛel
Malkus	malkus
malma	malma
malo	malo
gamalwjan	ɡamalwjan
Mambres	mambres
mammo	mamːo
mammona	mamːona
bimampjan	bɪmampjan
man	man
managdūþs	manaɣduθs
managei	manaɣi
managfalþs	manaɣɸalθs
managjan	manaɣjan
managnan	manaɣnan
usmanagnan	usmanaɣnan
manags	manaɣs
manamaurþrja	manamɔrθrja
manaseþs	manaseθs
manaulja	manɔlja
manleika	manlika
manna	manːa
manna	manːa
mannahun	manːahun
manniskodus	manːɪskoðus
mannisks	manːɪsks
manwiþa	manwɪθa
manwjan	manwjan
fauramanwjan	ɸɔramanwjan
gamanwjan	ɡamanwjan
fauragamanwjan	ɸɔraɣamanwjan
manwus	manwus
maran_aþa	maran_aθa
marei	mari
Maria	marɪa
marikreitum	marɪkritum
marisaiws	marɪsɛws
Marja	marja
marka	marka
Markaillaus	markɛlːɔs
gamarkon	ɡamarkon
Markus	markus
marwtre	marwtre
Marþa	marθa
marzeins	marzins
marzjan	marzjan
afmarzjan	aɸmarzjan
gamarzjan	ɡamarzjan
matibalgs	matɪβalɡs
matjan	matjan
gamatjan	ɡamatjan
mats	mats
Mattaþanis	matːaθanɪs
Mattaþius	matːaθɪus
Matþaius	matθɛus
Matþat	matθat
maþa	maθa
maþl	maθl̥
maþlein	maθlin
maþljan	maθljan
Maþusalis	maθusalɪs
maudjan	mɔðjan
gamaudjan	ɡamɔðjan
maurgins	mɔrɡɪns
gamaurgjan	ɡamɔrɡjan
maurnan	mɔrnan
maurþr	mɔrθr̥
maurþrjan	mɔrθrjan
mawi	mawɪ
mawilo	mawɪlo
megs	meɣs
meins	mins
meki	mekɪ
mel	mel
mela	mela
meljan	meljan
anameljan	anameljan
faurameljan	ɸɔrameljan
gameljan	ɡameljan
fauragameljan	ɸɔraɣameljan
ufmeljan	uɸmeljan
ufarmeljan	uɸarmeljan
mena	mena
menoþs	menoθs
mereins	merins
Merila	merɪla
meriþa	merɪθa
merjan	merjan
merjands	merjands
usmerjan	usmerjan
wailamerjan	wɛlamerjan
wajamerjan	wajamerjan
usmernan	usmernan
mes	mes
midgardiwaddjus	mɪðɡardɪwadːjus
midjasweipains	mɪðjaswipɛns
midjis	mɪðjɪs
midjungards	mɪðjunɡards
miduma	mɪðuma
midumonds	mɪðumonds
mikildūþs	mɪkɪlduθs
mikilei	mɪkɪli
mikiljan	mɪkɪljan
gamikiljan	ɡamɪkɪljan
mikilnan	mɪkɪlnan
mikils	mɪkɪls
