ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
427	1523	FORGET	ufar-munnon	vergessen	vergessen	vergessen-2
428	1302	FORK				
429	3004	FORMER				
430	1716	FORTY				
431	2912	FORWARD				
432	1500	FOUR	fidwor	vier	vier	vier-1
433	1312	FOX	fauho	Fuchs	Fuchs	Fuchs-1
434	1431	FREEZE				
435	243	FRESH				
436	1692	FRIDAY				
437	1325	FRIEND	frijonds	Freund	Freund	Freund-1
438	2989	FRINGE				
439	2927	FROM HERE				
440	2034	FROST	friusa	Frost	Frost	Frost-1
441	991	FRY				
442	1429	FULL				
443	580	FUR				
444	2467	GAME				
445	2948	GAP (DISTANCE)				
446	2940	GATE	daur	 Tor	 Tor	Tor-1
447	2940	GATE	daurons	 Tor;  Tür	 Tor	Tor-2
448	7	GATHER	huhjan	häufen;  sammeln	 sammeln	sammeln-1
449	7	GATHER	lisan	 sammeln; lesen	 sammeln	sammeln-2
450	1954	GENTLE				
451	694	GET	andanem	das Empfangen	das Empfangen	dasEmpfangen-1
452	694	GET	niman	 fangen; nehmen;  annehmen;  aufnehmen;  empfangen	 empfangen	empfangen-1
453	694	GET	and-niman	annehmen;  aufnehmen;  empfangen	 empfangen	empfangen-2
454	694	GET	ga-staldan	erwerben;  bekommen	 bekommen	bekommen-1
455	1996	GET TIRED				
456	2982	GIFT	giba	Gabe;  Geschenk	 Geschenk	Geschenk-1
457	2982	GIFT	maiþms	Geschenk	Geschenk	Geschenk-2
458	1646	GIRL	mawi	Mädchen	Mädchen	Madchen-1
459	1646	GIRL	mawilo	Mädchen	Mädchen	Madchen-2
460	1447	GIVE	giban	geben	geben	geben-1
461	604	GLASS				
462	1069	GLUE				
463	695	GO				
464	1369	GOLD	gulþ	Gold	Gold	Gold-1
465	1035	GOOD	goþs	gut	gut	gut-1
466	1035	GOOD	sels	gut;  gütig	gut	gut-2
467	1035	GOOD	þiuþeigs	gut;  gepriesen	gut	gut-3
468	1035	GOOD	wáila	wohl;  gut	 gut	gut-4
469	2410	GOOD-LOOKING				
470	1187	GOOSE				
471	605	GRAIN	kaurn	Getreide	Getreide	Getreide-1
472	605	GRAIN	kaurno	Korn	Korn	Korn-1
473	1383	GRANDFATHER				
474	1496	GRANDMOTHER	awo	Großmutter	Großmutter	Gromutter-1
475	606	GRASS	gras	Gras;  Kraut	Gras	Gras-1
476	2819	GRASSLAND				
477	1773	GRAVE	hlaiw	Grab	Grab	Grab-1
478	1425	GREEN				
479	153	GREY				
480	1668	GRIEF	kara	Sorge	Sorge	Sorge-1
481	1668	GRIEF	saurga	Sorge;  Kummer	Sorge	Sorge-2
482	1668	GRIEF	saurga	Sorge;  Kummer	 Kummer	Kummer-1
483	716	GROAN				
484	2159	GROUND				
485	479	GROW	alan	wachsen	wachsen	wachsen-1
486	479	GROW	liudan	wachsen	wachsen	wachsen-2
487	479	GROW	wahsjan	wachsen	wachsen	wachsen-3
488	1940	GUARD	fastan	halten;  festhalten;  beobachten;  bewachen	 bewachen	bewachen-1
489	1940	GUARD	wahtwom	Wache	Wache	Wache-1
490	1782	GUEST				
491	1566	GUN				
492	1040	HAIR	tagl	Haar	Haar	Haar-1
493	816	HALF	halba	 Seite; Hälfte	Hälfte	Halfte-1
494	2880	HALT (STOP)				
495	1277	HAND	handus	Hand	Hand	Hand-1
496	1254	HANDLE				
497	2884	HANG	hāhan	hängen; hangen;  in der Schwebe lassen	hängen	hangen-1
498	357	HANG UP				
499	248	HAPPEN				
500	2941	HAPPINESS				
501	1884	HARD	hardus	hart;  streng	hart	hart-1
502	2926	HARDLY	halisaiw	kaum je;  kaum	 kaum	kaum-1
503	1190	HARE				
504	342	HAY	hawi	Heu	Heu	Heu-1
505	1211	HE	is M, si F, ita N	er;  der	er	er-1
506	1256	HEAD				
507	1364	HEALTHY	hails	heil;  gesund	 gesund	gesund-1
508	1364	HEALTHY	swinþs	stark;  gesund;  kräftig	 gesund	gesund-2
509	2984	HEAP				
510	1408	HEAR	hausjan	hören	hören	horen-1
511	1408	HEAR	hausjon	hören	hören	horen-2
512	1223	HEART	hairto	Herz	Herz	Herz-1
513	1223	HEART	hairþra	 Herz; Eingeweide	 Herz	Herz-2
514	612	HEAT				
515	1210	HEAVY	kaurjos	schwer;  lästig	schwer	schwer-1
516	980	HEEL	fairzna	Ferse	Ferse	Ferse-1
517	2985	HEIGHT	hauhei	Höhe	Höhe	Hohe-1
518	2985	HEIGHT	hauhiþa	Höhe	Höhe	Hohe-2
519	3467	HELP (ASSISTANCE)				
520	2885	HERD (SOMETHING)	haldan	hüten;  weiden	hüten	huten-1
521	2885	HERD (SOMETHING)	wait	 hüten; auf etw. sehn;  acht geben;  es bewachen;  etw. halten	 hüten	huten-2
522	2885	HERD (SOMETHING)	witan	 hüten; wissen; auf etw. sehn;  acht geben;  es bewachen;  etw. halten	 hüten	huten-3
523	136	HERE	her	hier;  her	hier	hier-1
524	602	HIDE (CONCEAL)	filhan	verbergen	verbergen	verbergen-1
525	2485	HIDE (ONESELF)				
526	1265	HIGH	háuhs	hoch	hoch	hoch-1
527	1265	HIGH	iupa	oben	oben	oben-1
528	614	HILL	hlaine	Hügel	Hügel	Hugel-1
529	554	HINDER				
530	2925	HITHER (HERE TO)	Her	Her	Her	Her-1
531	2925	HITHER (HERE TO)	her	hier;  her	 her	her-1
532	2942	HOARFROST				
533	1448	HOLD	fastan	halten;  festhalten;  beobachten;  bewachen	halten	halten-1
535	1667	HOLE	þairko	Loch;  Nadelöhr	Loch	Loch-1
536	2406	HOME				
537	942	HONEY	miliþ	Honig	Honig	Honig-1
538	1071	HOOK				
539	1393	HORN (ANATOMY)				
540	615	HORSE				
541	1286	HOT				
542	1252	HOUSE	gards	Haus;  Hauswesen;  Familie	Haus	Haus-1
543	1252	HOUSE	hrot	 Haus; Dach	 Haus	Haus-2
544	1252	HOUSE	razn	Haus	Haus	Haus-3
545	1239	HOW	ƕaiwa	wie	wie	wie-1
546	1239	HOW	swaswe	 wie; sowie;  gleichwie	 wie	wie-2
547	1239	HOW	swe	wie	wie	wie-3
548	822	HOW MANY				
549	526	HOWL				
550	1634	HUNDRED	taihuntehund	 Hundert	 Hundert	Hundert-1
551	1864	HUNGER	gredus	Hunger	Hunger	Hunger-1
552	1864	HUNGER	huhrus	Hunger;  Hungersnot	Hunger	Hunger-2
553	1435	HUNT				
554	754	HURRY				
555	1200	HUSBAND	aba	Ehemann	Ehemann	Ehemann-1
556	1209	I	ik	ich	ich	ich-1
557	1209	I	ikei	der ich	der ich	derich-1
558	617	ICE				
559	1945	IDOL				
561	1963	IMMEDIATELY	sunsaiw	sogleich	sogleich	sogleich-1
562	2872	IMPROVE (SOMETHING)	ga-botjan	verbessern;  herstellen	verbessern	verbessern-1
563	1883	IN FRONT OF	faura	vor	vor	vor-1
564	1765	IN VAIN	sware	 umsonst; ohne Grund;  vergebens	 vergebens	vergebens-1
565	1041	INCREASE	ga-aukan	sich vermehren;  zunehmen	 zunehmen	zunehmen-1
566	1041	INCREASE	bi-auknan	sich vermehren;  zunehmen	 zunehmen	zunehmen-2
567	2916	INSTANTLY (IMMEDIATELY)				
568	1611	INVITE	ga-laþon	zusammenberufen;  einladen	 einladen	einladen-1
569	621	IRON	eisarn	Eisen	Eisen	Eisen-1
570	3078	IRRIGATE	giutan	gießen	gießen	gieen-1
571	622	ISLAND				
573	2036	JANUARY				
574	798	JAW				
575	2899	JOG (SOMETHING)				
576	1743	JOIN				
577	2524	JOY	ansts	 Dank; Freude;  Gnade;  Gunst	Freude	Freude-1
578	2850	JULY				
579	1829	JUMP	laikan	hüpfen;  springen	hüpfen	hupfen-1
580	1829	JUMP	laikan	hüpfen;  springen	 springen	springen-1
581	2849	JUNE				
582	1477	KEEP	ga-fastan	 bewahren; behalten	behalten	behalten-1
583	854	KETTLE	katile	Kessel	Kessel	Kessel-1
584	1135	KICK	trudan	treten	treten	treten-1
585	1417	KILL	dauþjan	töten	töten	toten-1
586	1417	KILL	af-dauþjan	töten	töten	toten-2
587	1417	KILL	ga-dauþjan	 töten; Tod bringen	 töten	toten-3
588	1417	KILL	us-qiman	umbringen;  den Tod geben	umbringen	umbringen-1
589	1417	KILL	fra-qistjan	 umbringen; verderben	 umbringen	umbringen-2
590	1417	KILL	us-qistjan	 umbringen; verderben	 umbringen	umbringen-3
591	844	KIND (THING)				
592	1508	KING	þiudans	König	König	Konig-1
593	578	KISS				
594	1371	KNEE	kniu*	Knie	Knie	Knie-1
595	1352	KNIFE				
596	2905	KNIT				
597	2396	KNOCK				
598	760	KNOT				
599	1410	KNOW (SOMETHING)	kann	kennen;  wissen	 wissen	wissen-1
600	1410	KNOW (SOMETHING)	kunnan	kennen;  wissen	 wissen	wissen-2
601	1410	KNOW (SOMETHING)	witan	 hüten; wissen; auf etw. sehn;  acht geben;  es bewachen;  etw. halten	wissen	wissen-3
602	1464	LADDER				
603	2949	LAIR				
604	624	LAKE	marisaiws*	See	See	See-1
605	624	LAKE	saiws	See	See	See-2
606	1307	LANGUAGE	razda	Sprache;  Sprechweise	Sprache	Sprache-1
607	1529	LAST (FINAL)	aftuma	letzter	letzter	letzter-1
608	1529	LAST (FINAL)	aftumists	letzter	letzter	letzter-2
609	1355	LAUGH	hlahjan	lachen	lachen	lachen-1
610	2958	LAUGHTER				
611	2071	LAY (VERB)	lagjan	legen;  auflegen;  hinlegen	legen	legen-1
612	1564	LAZY	fūls	faul	faul	faul-1
613	1564	LAZY	lats	 faul; lässig	 faul	faul-2
614	43	LEAD (GUIDE)	tiuhan	ziehn;  führen	 führen	fuhren-1
615	628	LEAF	laufs	Laub;  Blatt	 Blatt	Blatt-1
616	504	LEARN				
617	2959	LEASH				
618	629	LEATHER				
619	1752	LEAVE	af-leiþan	weggehn;  entweichen;  verreisen	weggehn	weggehn-1
620	1752	LEAVE	us-leiþan	hinausgehn;  weggehn;  verreisen	 weggehn	weggehn-2
621	1752	LEAVE	af-linnan	weggehn	weggehn	weggehn-3
622	1752	LEAVE	bi-leiþan	verlassen;  zurücklassen	verlassen	verlassen-1
623	244	LEFT				
624	1297	LEG				
625	2537	LENGTH	laggei	Länge	Länge	Lange-1
626	1612	LETTER	aipistaule	Brief	Brief	Brief-1
627	319	LICK				
628	2319	LID (COVER, CAP)				
629	2826	LIE (FALSEHOOD)	galiug	Lüge	Lüge	Luge-1
630	2826	LIE (FALSEHOOD)	liugn	Lüge	Lüge	Luge-2
631	1411	LIE (REST)	ligan	liegen	liegen	liegen-1
632	210	LIFE	libains	Leben	Leben	Leben-1
633	501	LIFT	hafjan	heben	heben	heben-1
634	737	LIGHT (IGNITE)				
635	630	LIGHT (RADIATION)	liuhaþ	Licht	Licht	Licht-1
636	630	LIGHT (RADIATION)	lukarn	 Licht; Leuchte	 Licht	Licht-2
637	1117	LIKE				
638	1048	LINE				
639	478	LIP	wairilom	Lippe	Lippe	Lippe-1
640	1608	LISTEN				
641	1224	LIVER				
642	1679	LOAD	kauriþa	Last	Last	Last-1
643	1596	LOCK				
644	1203	LONG	laggs	lang	lang	lang-1
645	2960	LONGING (WISH)	gabaurjoþus	Lust	Lust	Lust-1
646	2960	LONGING (WISH)	lustus	Lust;  Begierde	Lust	Lust-2
647	1819	LOOK				
648	1468	LOOK FOR	sokeins	das Suchen	das Suchen	dasSuchen-1
649	1468	LOOK FOR	sokjan	suchen	suchen	suchen-1
650	1392	LOUSE				
651	923	LOVE	frijaþwa	Liebe	Liebe	Liebe-1
652	923	LOVE	frijon	lieben	lieben	lieben-1
653	721	LOW	dalaþa	unten	unten	unten-1
654	721	LOW	dalaþro	 unten; von unten	 unten	unten-2
655	166	MAINLAND				
656	734	MAKE	taujan	tun;  machen	 machen	machen-1
657	734	MAKE	waurkjan	machen;  wirken	machen	machen-2
658	2892	MAKE ANGRY (ANNOY)				
659	1554	MAN	guma	Mann	Mann	Mann-1
660	1554	MAN	wair	Mann	Mann	Mann-2
661	1554	MAN	manna	manna; Mensch;  mann	 mann	mann-1
662	2846	MARCH				
663	383	MASTER				
664	2848	MAY (MONTH)				
665	1526	MEAL				
669	1506	MEASURE	mitan	messen	messen	messen-1
670	634	MEAT	mammo	Fleisch	Fleisch	Fleisch-1
671	1372	MEDICINE				
672	1831	MEET	niutan	treffen;  erreichen;  einer Sache froh sein	treffen	treffen-1
673	2334	MELT				
674	1018	MEMORY	gaminþi	 Erinnerung; Gedächtnis	Gedächtnis	Gedachtnis-1
675	1018	MEMORY	gamunds	 Gedächtnis; Andenken	 Gedächtnis	Gedachtnis-2
676	1976	MERRY				
677	2961	MESSAGE				
678	12	MIDDAY				
679	1093	MIDDLE	miduma*	Mitte	Mitte	Mitte-1
680	635	MILK	miluks*	Milch	Milch	Milch-1
681	1562	MIND	aha	Sinn;  Verstand	 Verstand	Verstand-1
682	1562	MIND	fraþi	 Sinn; Verstand	Verstand	Verstand-2
683	1562	MIND	frodei	 Verstand; Klugheit	 Verstand	Verstand-3
684	1562	MIND	hugs*	Verstand; Landgut;  Feld	Verstand	Verstand-4
685	1171	MIRROR	skuggwa	Spiegel	Spiegel	Spiegel-1
686	3072	MISPLACE				
687	1293	MISTAKE				
688	1697	MONDAY				
689	1559	MONEY	skatts	Geld;  Geldstück;  Mine	Geld	Geld-1
690	1370	MONTH	menoþs	Monat	Monat	Monat-1
691	1313	MOON	mena	Mond	Mond	Mond-1
692	2962	MOORLAND				
693	1339	MORNING	maurgins	Morgen	Morgen	Morgen-1
694	1509	MOSQUITO				
695	1216	MOTHER	aiþei	Mutter	Mutter	Mutter-1
696	639	MOUNTAIN	fairguni	Berg	Berg	Berg-1
697	1491	MOUSE				
698	1165	MOUSTACHE				
699	674	MOUTH	munþs	Mund	Mund	Mund-1
700	2873	MOVE (AFFECT EMOTIONALLY)				
701	2874	MOVE (ONESELF)				
702	3651	MUSH (FOOD)				
703	641	MUSHROOM				
704	502	NAIL (TOOL)				
705	590	NAKED	naqaþs	nackt	nackt	nackt-1
706	1405	NAME	namo	Name	Name	Name-1
707	1347	NAPE (OF NECK)	†balsagga	Hals;  Nacken	 Nacken	Nacken-1
708	1347	NAPE (OF NECK)	[halsagga]	Hals;  Nacken	 Nacken	Nacken-2
709	1267	NARROW	aggwus	eng	eng	eng-1
710	1838	NAVEL				
711	1942	NEAR	neƕ	nahe	nahe	nahe-1
712	1942	NEAR	neƕa	nahe	nahe	nahe-2
713	1333	NECK	†balsagga	Hals;  Nacken	Hals	Hals-1
714	1333	NECK	hals	Hals	Hals	Hals-2
715	1333	NECK	[halsagga]	Hals;  Nacken	Hals	Hals-3
716	1382	NEEDLE (FOR SEWING)	neþla	Nadel	Nadel	Nadel-1
717	539	NEST				
718	2963	NET	nati	Netz	Netz	Netz-1
719	1656	NEVER				
720	1231	NEW	niujis	neu	neu	neu-1
721	2964	NEWS				
722	1298	NEWSPAPER				
723	2917	NEXT TO				
724	1233	NIGHT	nahts	Nacht	Nacht	Nacht-1
725	1483	NINE	niun	neun	neun	neun-1
726	1724	NINETY	niuntehund	neunzig	neunzig	neunzig-1
727	1182	NOISE	auhjodus	Lärm	Lärm	Larm-1
728	2604	NOOSE	hlamma	Schlinge	Schlinge	Schlinge-1
729	2604	NOOSE	wruggo	Schlinge	Schlinge	Schlinge-2
730	1598	NORTH				
731	1221	NOSE				
734	1240	NOT	nei	nicht	nicht	nicht-1
735	1240	NOT	ni	nicht	nicht	nicht-2
736	1240	NOT	nih	 nicht; und nicht;  auch nicht	 nicht	nicht-3
737	1240	NOT	niu	nicht	nicht	nicht-4
738	2893	NOTICE (SOMETHING)	gaumjan	bemerken	bemerken	bemerken-1
739	2854	NOVEMBER	Naubaimbair	November	November	November-1
740	1376	NOW	nu	nun;  jetzt	 jetzt	jetzt-1
741	3137	OAR				
742	2853	OCTOBER				
743	3704	ODOR (SMELL)	dauns	Geruch	Geruch	Geruch-1
744	2336	OF THIS KIND (SUCH)	swa	so	so	so-1
745	2336	OF THIS KIND (SUCH)	swah	so 	so 	so-2
746	2336	OF THIS KIND (SUCH)	swau	so	so	so-3
747	1852	OFTEN	ufta	oft	oft	oft-1
748	1484	OIL (ORGANIC SUBSTANCE)	alew*	Öl	Öl	Ol-1
749	1484	OIL (ORGANIC SUBSTANCE)	alewja	Öl	Öl	Ol-2
750	1229	OLD	alþeis	alt	alt	alt-1
751	1229	OLD	fairneis*	alt	alt	alt-2
752	2112	OLD (AGED)				
753	2914	ONCE (IN THE PAST)	simle	einst;  vordem	einst	einst-1
754	1493	ONE				
755	374	ONE TIME				
756	2366	ONION				
757	1580	ONLY	ƕeh	jedenfalls;  nur	 nur	nur-1
758	1580	ONLY	þatainei	nur	nur	nur-2
759	1156	OPEN	us-lukan	erschließen;  öffnen	 öffnen	offnen-1
760	1156	OPEN	us-luknan	 öffnen; sich erschließen	 öffnen	offnen-2
761	1156	OPEN	†uslukns	erschließen;  öffnen	 öffnen	offnen-3
762	3235	OPEN (STATE)	andaugiba	freimütig;  offen	 offen	offen-1
763	3235	OPEN (STATE)	andaugjo	offen	offen	offen-2
764	3235	OPEN (STATE)	bairhtaba	offen	offen	offen-3
765	1014	OR	aiþþau	oder	oder	oder-1
766	197	OTHER	anþar	anderer;  zweiter	anderer	anderer-1
767	735	OWL				
768	684	OWN	haban	haben;  besitzen	 besitzen	besitzen-1
769	684	OWN	ana-haban	besitzen	besitzen	besitzen-2
770	684	OWN	dis-niman	besitzen	besitzen	besitzen-3
771	1783	PAIN	sáir	Schmerz	Schmerz	Schmerz-1
772	647	PAINT (PIGMENTS)				
773	2001	PAINTING				
774	1183	PALM OF HAND				
775	505	PARENTS	berusjos	Eltern	Eltern	Eltern-1
776	505	PARENTS	birusjos	Eltern	Eltern	Eltern-2
777	779	PART	dails	Teil	Teil	Teil-1
778	1951	PASS				
779	649	PASTURE	winja	Weide	Weide	Weide-1
780	2252	PATH	gagg*	 Straße; Weg	Weg	Weg-1
781	2252	PATH	staiga	 Weg; Steig	 Weg	Weg-2
782	2252	PATH	wigs	Weg	Weg	Weg-3
783	2457	PATH OR ROAD				
784	2988	PATTERN				
785	2965	PAW				
786	718	PAY	us-giban	erstatten;  bezahlen	 bezahlen	bezahlen-1
787	789	PEOPLE				
790	683	PERSON	manna	manna; Mensch;  mann	Mensch	Mensch-1
791	597	PHYSICIAN	leikeis, leikinassus, leikinon	Arzt	Arzt	Arzt-1
792	597	PHYSICIAN	lekeis	Arzt	Arzt	Arzt-2
793	2148	PICK				
794	371	PICK UP	uf-haban	aufheben	aufheben	aufheben-1
797	3303	PICTURE (PAINTING)	frisahts	Bild	Bild	Bild-1
798	3303	PICTURE (PAINTING)	manleika	Bild	Bild	Bild-2
799	594	PIECE				
800	1337	PIG	swein	Schwein	Schwein	Schwein-1
801	2967	PIKE (FISH)				
802	1044	PILLOW				
803	1740	PINE				
804	2539	PIT (POTHOLE)	dals*	Grube;  Schlucht;  Tal	Grube	Grube-1
805	2539	PIT (POTHOLE)	groba	Grube;  Höhle	Grube	Grube-2
806	723	PLACE (POSITION)	staþs	 Raum; Stätte;  Ort ;  Platz	 Ort 	Ort-1
807	1413	PLAY				
808	372	POINTED				
809	1674	POOR	arms*	arm;  beklagenswert	arm	arm-1
810	1674	POOR	unleþs*	arm	arm	arm-2
811	281	POST				
812	1462	POT				
813	2951	POUCH	arka	hölzerner Kasten;  Arche;  Futteral;  Beutel	 Beutel	Beutel-1
814	1487	POUR				
815	2526	POWER	mahts	 Vermögen; mahts; Macht;  Kraft	Macht	Macht-1
816	3001	POWERFUL	mahteigs	mächtig;  möglich	mächtig	machtig-1
817	3001	POWERFUL	swinþs	stark;  gesund;  kräftig	 kräftig	kraftig-1
818	3002	PRECIOUS	galaufs*	wertvoll	wertvoll	wertvoll-1
819	3002	PRECIOUS	†galubaim	wertvoll	wertvoll	wertvoll-2
820	2909	PREPARE				
821	1997	PRESERVE	bairgan	einen bergen;  bewahren	 bewahren	bewahren-1
822	1997	PRESERVE	ga-bairgan	einen bergen;  bewahren	 bewahren	bewahren-2
823	1997	PRESERVE	ga-fastan	 bewahren; behalten	 bewahren	bewahren-3
824	1913	PRESS	kaurjan	drücken;  belästigen	drücken	drucken-1
825	657	PRICE	andawairþi	Preis	Preis	Preis-1
826	657	PRICE	hauheins	Preis;  Ehre	Preis	Preis-2
827	657	PRICE	wairþ	Preis	Preis	Preis-3
828	2886	PRODUCE	ga-botjan	verbessern;  herstellen	 herstellen	herstellen-1
829	2886	PRODUCE	ga-hailjan	herstellen	herstellen	herstellen-2
830	2886	PRODUCE	ga-leikinon	herstellen	herstellen	herstellen-3
831	2886	PRODUCE	ga-nasjan	 herstellen; erretten	 herstellen	herstellen-4
832	1675	PROMISE				
833	2900	PROTECT				
836	1452	PUSH	stigqan	stoßen	stoßen	stoen-1
837	158	PUT ON				
838	658	RAIN (PRECIPITATION)	rign	Regen	Regen	Regen-1
839	1253	RAIN (RAINING)	rignjan	regnen	regnen	regnen-1
840	1733	RAINBOW				
841	2134	RAISE (BRING UP)				
842	1959	RAW				
844	2968	REASON	fairina	Schuld;  Grund;  Vorwurf	 Grund	Grund-1
845	2968	REASON	sauþa	Grund	Grund	Grund-2
846	2870	RECOGNIZE (SOMEBODY)	finþan	erkennen;  erfahren	erkennen	erkennen-1
847	2870	RECOGNIZE (SOMEBODY)	uf-kunnan	erkennen	erkennen	erkennen-2
848	1978	RECOVER	ga-nisan	genesen;  errettet werden	genesen	genesen-1
849	156	RED	rauþs*	rot	rot	rot-1
850	987	REMAIN	bilaif	bleiben	bleiben	bleiben-1
851	987	REMAIN	bi-leiban*	bleiben	bleiben	bleiben-2
852	987	REMAIN	saljan	opfern;  bleiben; herbergen	 bleiben	bleiben-3
853	987	REMAIN	wisan	 bleiben; sein; sich freuen;  dasein;  existieren;  schwelgen;  schmausen; weilen	 bleiben	bleiben-4
854	987	REMAIN	þairh-wisan	verbleiben;  verharren	 verharren	verharren-1
855	707	REMEMBER				
856	2243	REPAIR				
857	2008	RESCUE	nasjan	retten	retten	retten-1
858	168	REST				
859	1723	RESULT IN				
860	2969	RIBBON	bandi	Band;  Fessel	Band	Band-1
861	2969	RIBBON	gabinda	Band	Band	Band-2
862	2969	RIBBON	gabindi	Band	Band	Band-3
863	2969	RIBBON	gabundi	Band	Band	Band-4
864	2969	RIBBON	gawiss	 Band ; Verbindung	 Band 	Band-5
865	712	RICH	reiki	 Herrschaft; Reich;  Obrigkeit	Reich	Reich-1
866	1019	RIGHT	taihswa	rechts; die Rechte	rechts	rechts-1
867	1374	RING				
868	2875	RING (MAKE SOUND)				
869	2904	RINSE				
870	178	RIPE				
871	179	RIPEN				
872	568	RISE (MOVE UPWARDS)				
873	666	RIVER	flodus	Strom;  Flut	Strom	Strom-1
874	667	ROAD	fauradauri	Straße	Straße	Strae-1
875	667	ROAD	gagg*	 Straße; Weg	 Straße	Strae-2
876	667	ROAD	garuns	 Straße; Markt	 Straße	Strae-3
877	667	ROAD	plapja	Straße	Straße	Strae-4
878	2876	ROAR (OF SEA)				
879	769	ROOF	hrot	 Haus; Dach	Dach	Dach-1
880	1511	ROOSTER	hana	Hahn	Hahn	Hahn-1
881	670	ROOT	waurts	Wurzel	Wurzel	Wurzel-1
882	2907	ROT				
883	1395	ROUND				
884	1849	ROW				
885	1449	RUB	bnauan	reiben;  zerreiben	reiben	reiben-1
886	1846	RULE				
887	1519	RUN	rinnan	rennen;  laufen	rennen	rennen-1
888	1519	RUN	þragjan	laufen	laufen	laufen-2
889	2877	RUSTLE (OF LEAVES)				
890	2990	SACK	sakkus	Sack	Sack	Sack-1
891	699	SAD	gáurs	betrübt;  traurig	 traurig	traurig-1
892	1274	SALT	salt	Salz	Salz	Salz-1
893	671	SAND	malma	Sand	Sand	Sand-1
894	1700	SATURDAY				
895	1458	SAY	qiþan	sagen	sagen	sagen-1
896	1767	SCRAPE				
897	1474	SEA	marei	Meer	Meer	Meer-1
898	1384	SECOND	anþar	anderer;  zweiter	 zweiter	zweiter-1
899	1409	SEE				
900	714	SEED	atisk	Saat	Saat	Saat-1
901	714	SEED	fraiw	Same	Same	Same-1
903	855	SEIZE	fāhan	fangen;  greifen	 greifen	greifen-1
904	855	SEIZE	greipan	greifen	greifen	greifen-2
905	855	SEIZE	ga-fahan	ergreifen;  erfassen ;  ertappen	ergreifen	ergreifen-1
906	855	SEIZE	fair-greipan	ergreifen	ergreifen	ergreifen-2
907	855	SEIZE	und-greipan	ergreifen	ergreifen	ergreifen-3
908	855	SEIZE	dis-haban	ergreifen	ergreifen	ergreifen-4
909	855	SEIZE	ga-haban	ergreifen	ergreifen	ergreifen-5
910	855	SEIZE	ga-niutan	ergreifen;  erwischen	ergreifen	ergreifen-6
911	855	SEIZE	dis-sitan	ergreifen	ergreifen	ergreifen-7
912	1571	SELL				
913	1127	SEND				
914	1359	SEPARATE	[ga-ainan]	vereinzeln;  trennen	 trennen	trennen-1
915	1359	SEPARATE	skaidan	 trennen; scheiden	 trennen	trennen-2
916	1359	SEPARATE	twis-standan	sich trennen;  Abschied nehmen von	sich trennen	sichtrennen-1
917	2852	SEPTEMBER				
918	160	SET (HEAVENLY BODIES)				
919	1704	SEVEN	sibun	sieben	sieben	sieben-1
920	1721	SEVENTY	sibuntehund	siebzig	siebzig	siebzig-1
921	419	SEVERE	sleiþs*	schlimm;  gefährlich	schlimm	schlimm-1
922	1457	SEW	siujan	nähen	nähen	nahen-1
923	1388	SHADE	skadus	Schatten	Schatten	Schatten-1
924	1909	SHAKE	wagjan	schütteln	schütteln	schutteln-1
925	1909	SHAKE	wiþon	schütteln	schütteln	schutteln-2
926	1396	SHARP	ƕassaba	 streng; scharf	scharf	scharf-1
927	251	SHARPEN (SOMETHING)				
928	1331	SHEEP	lamb	Lamm;  Schaf	 Schaf	Schaf-1
929	745	SHELF				
930	708	SHINE				
931	1622	SHIRT				
932	52	SHIVER	reiran	zittern	zittern	zittern-1
933	52	SHIVER	reiro	das Zittern	das Zittern	dasZittern-1
934	1381	SHOE	skohs	Schuh	Schuh	Schuh-1
935	1172	SHOOT				
936	746	SHOP				
937	3464	SHORE OF LAKE	staþa	Ufer;  Gestade	Ufer	Ufer-1
938	1645	SHORT				
939	1482	SHOULDER	ams*	Schulter	Schulter	Schulter-1
940	715	SHOUT				
941	1901	SHOVEL				
942	1039	SHOW	augjan	zeigen	zeigen	zeigen-1
943	1046	SHUT				
944	1847	SICK	siukan	siechen;  krank sein	 krank sein	kranksein-1
945	1847	SICK	siuks	 schwach; krank	krank	krank-1
946	1847	SICK	unhails	krank	krank	krank-2
947	682	SIDE	fera	Seite;  Gegend	Seite	Seite-1
948	682	SIDE	halba	 Seite; Hälfte	 Seite	Seite-2
949	1720	SIGN	bandwa	Zeichen	Zeichen	Zeichen-1
950	1720	SIGN	bandwo	Zeichen	Zeichen	Zeichen-2
951	1720	SIGN	taikns	Zeichen;  Wunder	Zeichen	Zeichen-3
952	1720	SIGN	bandwjan	ein Zeichen;  einen Wink geben;  andeuten	ein Zeichen	einZeichen-1
953	3458	SILENCE	anaqal	Ruhe	Ruhe	Ruhe-1
954	3458	SILENCE	gaƕeilains	 Ruhe; Verweilen	 Ruhe	Ruhe-2
955	3458	SILENCE	rimis*	Ruhe	Ruhe	Ruhe-3
956	759	SILVER	silubr	Silber	Silber	Silber-1
957	2971	SIN	frawaurhts	sündig; Sünde	Sünde	Sunde-1
958	1261	SING	siggwan	singen;  vorlesen;  rezitieren	singen	singen-1
959	1088	SINK (DESCEND)	sigqan	sinken	sinken	sinken-1
960	1088	SINK (DESCEND)	ga-siggqan	versinken;  untergehn	versinken	versinken-1
961	1263	SISTER	swistar	Schwester	Schwester	Schwester-1
962	1416	SIT	sitan	sitzen	sitzen	sitzen-1
